char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm_x,training_pattern,hip_score,waist_def_score,somatotype,height_cm_y,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,elbow_circ_cm,forearm_circ_cm,wrist_circ_cm,upper_arm_length_cm,forearm_length_cm,total_arm_length_cm,upper_leg_length_cm,lower_leg_length_cm,total_leg_length_cm
char_20377,male,28,athletic_lean,0.0878,0.4665,0.4457,0.1041,0.2312,0.177,0.0972,0.3972,0.187,0.1086,,balanced,0.689,0.41,pear,160.65,35.75,99.69,85.81,104.16,60.21,31.49,34.52,26.11,21.19,14.46,24.3,21.16,45.46,39.05,38.95,78.0
char_20448,male,22,overweight,0.5314,0.3148,0.4285,0.5583,0.554,0.5469,0.6006,0.7262,0.6318,0.4262,,balanced,0.5966,0.5443,rectangle,173.59,47.1,123.49,135.84,151.97,83.64,42.89,43.97,33.86,28.77,18.38,26.33,23.93,50.25,43.38,45.18,88.55
char_20466,male,39,underweight,0.1076,0.1081,0.4285,0.6293,0.6541,0.5826,0.4813,0.3541,0.647,0.628,,balanced,0.4566,0.474,rectangle,173.51,33.38,97.64,83.21,98.39,54.52,28.64,24.39,22.39,20.94,14.5,23.54,23.96,47.5,43.79,43.56,87.34
char_20622,male,36,normal,0.3022,0.1673,0.4248,0.2578,0.5092,0.2789,0.5564,0.2928,0.2564,0.3017,,balanced,0.4533,0.6026,rectangle,166.99,39.31,101.38,108.2,121.92,67.75,38.06,33.13,27.47,23.83,16.19,23.04,21.13,44.17,39.57,44.31,83.86
char_20647,male,17,athletic_lean,0.1157,0.6081,0.4225,0.7457,0.7502,0.6172,0.4502,0.6671,0.5186,0.6362,,push_dominant,0.5508,0.5379,rectangle,174.07,39.25,122.16,91.63,108.02,64.05,33.45,35.96,27.43,22.12,14.75,25.5,22.98,48.48,44.01,42.85,86.86
char_20676,male,20,athletic_lean,0.108,0.5356,0.4309,0.393,0.3463,0.3781,0.3292,0.4841,0.6292,0.6046,,push_dominant,0.7589,0.6939,pear,166.38,37.54,106.21,89.1,107.27,62.23,32.6,34.48,27.25,23.99,15.25,24.67,23.93,48.6,41.12,41.51,82.61
char_20705,male,28,athletic_lean,0.1018,0.5004,0.4274,0.2844,0.2922,0.2677,0.3615,0.5677,0.3723,0.4384,,balanced,0.4128,0.6162,rectangle,164.27,36.68,101.66,86.29,102.09,59.63,33.56,35.62,26.86,21.94,14.69,25.15,22.05,47.19,39.45,41.75,81.19
char_20715,male,26,athletic_hyper,0.0677,0.8678,0.417,0.4844,0.6391,0.443,0.5389,0.4624,0.3489,0.6489,,pull_dominant,0.4592,0.7444,hourglass,169.47,39.84,118.78,89.37,106.31,64.8,35.5,39.63,29.43,23.01,15.43,24.45,22.09,46.53,41.19,43.45,84.62
char_20723,male,33,athletic_lean,0.0981,0.4852,0.41,0.8775,0.7689,0.7431,0.92,0.8416,0.8592,0.6453,,balanced,0.644,0.6636,pear,181.0,36.85,111.42,86.62,104.44,60.52,34.73,33.01,26.11,22.28,14.75,26.65,25.11,51.75,45.24,48.78,94.01
char_20786,male,24,obese,0.7619,0.3374,0.4296,0.2263,0.4478,0.3795,0.2216,0.1719,0.4719,0.252,,balanced,0.6123,0.6502,rectangle,164.21,53.8,134.48,163.26,181.3,99.72,46.67,43.88,36.11,32.52,20.33,22.33,22.75,45.08,41.14,39.97,81.09
char_20807,male,20,obese,0.9759,0.2492,0.4251,0.4565,0.3973,0.3234,0.1693,0.3205,0.1565,0.2683,,balanced,0.4146,0.4887,apple,165.65,63.3,275.83,186.02,202.61,111.06,49.94,50.63,39.1,31.93,21.0,22.9,20.44,43.34,40.14,39.02,79.15
char_20817,male,29,normal,0.2308,0.2293,0.3263,0.5186,0.3625,0.3325,0.6325,0.3958,0.5662,0.3886,,balanced,0.2636,0.8569,v_shape,160.78,38.55,110.08,98.72,111.97,63.33,37.11,32.22,27.1,25.0,16.23,21.2,20.97,42.17,35.76,40.76,76.51
char_20818,male,39,overweight,0.5406,0.2415,0.4313,0.7038,0.4648,0.501,0.497,0.6129,0.7648,0.5585,,balanced,0.3106,0.7801,apple,173.77,47.29,131.77,132.81,146.61,80.48,40.97,40.86,33.15,29.64,18.7,25.42,24.92,50.33,42.82,43.87,86.68
char_20843,male,33,overweight,0.4751,0.2522,0.427,0.6803,0.7223,0.7308,0.4308,0.6264,0.5255,0.6236,,balanced,0.3661,0.266,apple,175.03,45.23,123.84,129.03,143.6,80.11,38.97,39.19,31.29,26.39,17.53,25.41,23.13,48.53,45.79,42.84,88.62
char_20851,male,22,athletic_lean,0.0681,0.4971,0.3023,0.5711,0.5056,0.5856,0.477,0.3836,0.6836,0.6057,,upper_dominant,0.5397,0.8767,hourglass,159.36,36.33,108.94,81.23,97.66,56.05,29.21,29.68,25.06,22.7,14.81,20.58,21.22,41.81,38.09,37.58,75.67
char_20859,male,36,athletic_lean,0.1262,0.626,0.4292,0.373,0.6538,0.4242,0.5064,0.3538,0.4148,0.4256,,balanced,0.6027,0.7503,rectangle,169.38,39.02,108.3,93.65,110.51,65.82,36.93,33.74,26.92,23.05,15.05,23.63,22.36,45.99,41.73,43.88,85.6
char_20869,male,38,overweight,0.4875,0.2609,0.4287,0.5205,0.4576,0.6516,0.3516,0.5921,0.3889,0.4813,,balanced,0.6922,0.2247,apple,171.88,45.43,122.52,132.9,150.71,83.59,39.4,41.39,32.05,26.44,17.59,25.2,22.2,47.4,44.8,41.8,86.59
char_20884,male,37,overweight,0.5342,0.3379,0.4305,0.3823,0.6823,0.4596,0.6451,0.673,0.3849,0.5424,,balanced,0.456,0.8407,rectangle,171.26,46.77,115.21,134.37,149.29,82.54,44.19,44.12,33.33,26.81,17.83,26.1,22.23,48.32,42.3,45.86,88.14
char_20885,male,35,normal,0.2191,0.1479,0.3833,0.4927,0.4183,0.3858,0.4188,0.6738,0.6858,0.6583,,balanced,0.6113,0.8928,rectangle,163.32,37.28,100.1,98.34,113.53,62.93,33.03,34.83,27.91,25.14,16.24,24.84,23.22,48.05,39.04,40.51,79.54
char_20932,male,23,athletic_hyper,0.1319,0.9324,0.4275,0.4302,0.7302,0.6466,0.6583,0.5975,0.6603,0.6922,,lower_dominant,0.6955,0.5875,pear,173.38,41.22,112.56,102.83,126.48,77.93,41.14,42.07,31.27,27.49,16.92,26.15,24.77,50.89,44.41,45.54,89.92
char_20969,male,19,obese,0.6868,0.2,0.4481,0.5922,0.5883,0.4954,0.3876,0.6513,0.6088,0.3513,,balanced,0.2563,0.3259,apple,173.16,50.91,136.58,150.51,163.38,88.7,43.11,45.56,35.75,30.69,19.57,26.14,24.23,50.37,43.52,43.16,86.67
char_20971,male,31,obese,0.8982,0.2123,0.4292,0.4091,0.3536,0.6536,0.4783,0.4352,0.4456,0.5769,,balanced,0.6121,0.5166,apple,172.27,56.51,271.11,178.23,197.77,107.81,49.51,47.28,37.77,32.13,20.8,24.23,22.59,46.81,44.89,43.57,88.45
char_20973,male,28,obese,0.7212,0.285,0.4275,0.1136,0.3379,0.3234,0.2879,0.3677,0.0815,0.3815,,balanced,0.5921,0.5485,apple,162.93,51.42,125.8,157.63,175.19,95.89,46.47,46.94,35.59,28.78,19.12,23.68,19.98,43.65,40.28,40.76,81.04
char_21008,male,24,overweight,0.3995,0.1815,0.4307,0.5992,0.5262,0.3757,0.6393,0.3579,0.3393,0.4333,,balanced,0.8654,0.2529,apple,173.85,42.7,122.76,122.91,138.47,75.18,40.25,34.43,28.78,24.81,16.83,23.39,21.87,45.26,41.18,45.76,86.93
char_21045,male,23,overweight,0.4631,0.2286,0.4281,0.4906,0.3888,0.3161,0.5865,0.2865,0.4877,0.3006,,balanced,0.4095,0.7876,rectangle,170.98,44.73,123.91,124.76,139.09,76.6,42.03,36.17,30.55,27.75,17.88,22.92,22.84,45.76,40.21,44.89,85.09
char_21071,male,26,athletic_hyper,0.0899,0.8218,0.4284,0.3985,0.4448,0.5375,0.493,0.3514,0.3094,0.6094,,upper_dominant,0.3483,0.7377,v_shape,170.71,40.84,122.08,90.63,106.48,65.05,34.96,39.08,29.73,23.99,15.65,23.85,21.97,45.82,43.04,43.45,86.47
char_21078,male,23,normal,0.3072,0.1107,0.4327,0.3349,0.6276,0.3866,0.4313,0.6349,0.5884,0.5144,,balanced,0.3368,0.4556,apple,167.2,38.8,96.37,107.91,119.84,66.02,35.01,36.21,28.99,25.55,16.71,25.94,23.71,49.65,41.33,43.0,84.31
char_21082,male,16,obese,0.8992,0.2024,0.4253,0.501,0.5745,0.6975,0.5027,0.6702,0.4726,0.7726,,balanced,0.5333,0.6149,apple,173.0,56.36,269.0,176.59,195.21,106.35,48.31,49.46,38.23,31.26,20.56,25.9,22.72,48.61,45.3,43.74,89.03
char_21088,male,26,obese,0.7928,0.1761,0.4247,0.5505,0.3156,0.4764,0.3748,0.2624,0.4579,0.5624,,balanced,0.392,0.6702,apple,170.49,54.32,146.66,162.33,178.61,96.99,46.09,42.34,35.37,31.26,20.16,22.6,22.54,45.14,42.21,41.87,84.08
char_21099,male,32,obese,0.6464,0.3405,0.4159,0.5772,0.3759,0.6686,0.5364,0.6759,0.5419,0.379,,balanced,0.5173,0.3919,apple,173.66,51.25,136.24,149.8,167.24,92.34,45.35,46.67,35.63,29.77,19.1,25.52,22.98,48.5,44.47,43.75,88.21
char_21105,male,21,athletic_lean,0.0829,0.4742,0.428,0.5151,0.439,0.6651,0.6796,0.628,0.739,0.5843,,pull_dominant,0.3615,0.4781,v_shape,175.07,35.94,98.53,84.23,100.27,58.77,32.92,32.34,25.89,22.63,14.81,25.74,24.66,50.39,44.95,46.29,91.22
char_21115,male,24,obese,0.6706,0.2231,0.407,0.3607,0.3678,0.5973,0.389,0.6277,0.5029,0.3277,,balanced,0.2893,0.7957,apple,167.4,49.53,124.62,147.33,164.03,90.64,43.79,46.03,35.5,30.07,19.33,25.12,22.49,47.61,43.05,41.28,84.32
char_21241,male,29,normal,0.2193,0.2244,0.4284,0.4596,0.7068,0.4068,0.411,0.606,0.629,0.435,,balanced,0.559,0.7437,rectangle,168.21,37.94,100.94,100.05,114.51,64.26,33.82,34.7,27.92,25.01,16.17,25.51,23.89,49.39,41.41,42.52,83.93
char_21257,male,33,overweight,0.4573,0.3013,0.4287,0.378,0.4592,0.649,0.6421,0.349,0.6261,0.6168,,balanced,0.3452,0.3122,apple,173.41,44.25,109.49,126.64,142.08,79.71,42.22,36.45,30.79,28.14,17.94,23.75,23.83,47.58,44.8,45.8,90.59
char_21270,male,21,athletic_hyper,0.1125,0.9752,0.431,0.6419,0.6137,0.4357,0.6318,0.4826,0.6844,0.3844,,balanced,0.8201,0.7547,pear,173.5,43.28,140.83,101.06,122.75,75.09,40.71,44.27,33.43,29.54,17.49,25.13,25.11,50.2,41.65,45.2,86.83
char_21275,male,38,overweight,0.4393,0.2611,0.431,0.3829,0.3518,0.5161,0.2161,0.4788,0.3552,0.2333,,balanced,0.256,0.5538,apple,167.71,44.1,119.4,122.84,138.38,78.12,38.27,40.62,31.57,26.71,17.48,24.43,22.0,46.43,43.01,40.0,83.0
char_21320,male,39,underweight,0.0627,0.1413,0.4288,0.6497,0.7286,0.5119,0.5465,0.4515,0.7261,0.7515,,balanced,0.2332,0.4723,apple,173.22,31.6,92.6,74.12,87.97,47.47,26.31,22.27,20.71,18.97,13.79,24.35,24.53,48.88,42.79,44.45,87.23
char_21376,male,26,normal,0.2351,0.2665,0.4291,0.595,0.6953,0.6865,0.4772,0.4194,0.5518,0.7194,,balanced,0.5973,0.6046,rectangle,174.28,38.88,107.4,103.12,120.35,68.72,34.53,31.11,26.58,23.93,15.91,24.04,23.33,47.37,45.3,43.56,88.85
char_21437,male,26,obese,0.6834,0.2145,0.4269,0.4119,0.5876,0.6085,0.3508,0.6508,0.3945,0.4349,,balanced,0.6186,0.4,apple,169.65,49.89,126.16,153.64,171.1,93.59,43.11,46.23,35.29,28.81,19.02,25.74,22.2,47.94,44.14,41.69,85.82
char_21535,male,25,obese,0.9277,0.2784,0.4238,0.355,0.3891,0.3965,0.406,0.5923,0.3325,0.2923,,balanced,0.6286,0.4277,apple,167.34,59.85,264.25,182.59,200.91,109.5,50.97,52.51,39.6,32.33,20.92,25.16,21.69,46.84,41.12,42.23,83.35
char_21549,male,20,athletic_hyper,0.1267,0.7472,0.4079,0.5603,0.4931,0.6019,0.6479,0.386,0.6759,0.3759,,lower_dominant,0.8239,0.5267,pear,173.17,39.55,116.46,97.95,120.88,73.32,40.04,34.04,27.57,25.5,15.9,23.45,23.92,47.37,43.11,44.74,87.84
char_21551,male,25,overweight,0.5592,0.1792,0.422,0.3196,0.2345,0.4893,0.2736,0.5345,0.5092,0.3555,,balanced,0.3806,0.7117,apple,165.87,46.04,117.69,135.41,151.61,83.72,40.35,42.9,33.63,29.24,18.69,24.79,22.88,47.66,42.24,40.36,82.59
char_21567,male,22,obese,0.9162,0.2725,0.4316,0.3318,0.2499,0.2604,0.5499,0.3229,0.3234,0.2574,,balanced,0.7347,0.6079,apple,168.64,59.01,270.05,181.45,200.09,108.76,52.36,49.11,38.58,32.7,20.99,23.33,21.77,45.1,39.66,44.53,84.18
char_21621,male,26,athletic_hyper,0.0587,0.8487,0.4086,0.4277,0.7074,0.436,0.7044,0.7277,0.5775,0.4859,,upper_dominant,0.4021,0.3294,rectangle,169.3,39.66,114.28,87.6,99.71,58.83,33.97,43.84,31.23,24.64,15.75,26.43,23.53,49.94,40.74,45.34,86.06
char_21680,male,27,athletic_lean,0.1247,0.4923,0.3957,0.0902,0.1181,0.3601,0.3023,0.2478,0.2057,0.0601,,upper_dominant,0.5468,0.8626,hourglass,160.34,37.98,103.6,90.92,108.45,64.17,35.06,35.62,27.56,23.32,15.21,21.98,20.08,42.05,39.31,39.48,78.78
char_21703,male,35,obese,0.9741,0.2499,0.4148,0.6465,0.4447,0.6322,0.6111,0.4423,0.6549,0.3549,,balanced,0.411,0.3074,apple,175.22,61.87,278.36,186.32,203.68,110.9,52.51,48.3,39.39,34.73,21.81,23.74,23.72,47.46,43.95,44.71,88.65
char_21730,male,23,normal,0.2052,0.1906,0.3354,0.456,0.5957,0.6791,0.7048,0.4699,0.548,0.4048,,balanced,0.3926,0.8728,rectangle,165.74,37.15,96.89,96.93,113.84,65.5,36.28,30.84,26.08,23.55,15.73,22.16,21.07,43.23,40.94,42.29,83.22
char_21754,male,25,overweight,0.5048,0.3117,0.4299,0.522,0.6513,0.7412,0.6633,0.6091,0.6674,0.4412,,balanced,0.8292,0.7533,pear,176.45,45.89,116.43,134.4,154.43,85.88,42.64,40.43,32.47,28.44,18.2,25.62,24.19,49.82,46.17,46.18,92.33
char_21795,male,35,obese,0.9102,0.2609,0.4104,0.4552,0.4959,0.4962,0.4422,0.64,0.6637,0.3637,,balanced,0.7988,0.8638,pear,168.04,58.41,267.73,180.35,200.48,109.44,49.48,51.52,39.87,34.3,21.43,25.29,23.7,49.0,41.87,42.14,84.0
char_21798,male,14,obese,0.7,0.2222,0.4271,0.3313,0.4036,0.4346,0.623,0.479,0.5051,0.6313,,balanced,0.4138,0.8568,apple,169.86,50.0,122.47,150.88,166.7,90.62,46.91,43.64,34.96,30.17,19.47,24.62,22.96,47.59,41.79,45.38,87.16
char_21819,male,21,obese,0.7207,0.2361,0.4238,0.4976,0.4918,0.3838,0.6245,0.5738,0.3245,0.5222,,balanced,0.3333,0.8487,apple,171.33,52.04,135.56,152.71,167.3,90.77,47.5,46.02,35.43,28.77,19.14,24.95,21.63,46.57,40.94,45.23,86.16
char_21820,male,14,overweight,0.4622,0.2856,0.3704,0.2577,0.5577,0.4862,0.4487,0.4727,0.5015,0.4354,,balanced,0.3831,0.8784,rectangle,161.96,44.19,109.31,125.23,140.99,78.96,40.67,39.65,31.57,27.55,17.8,23.13,21.58,44.71,39.88,40.35,80.22
char_21830,male,18,normal,0.2316,0.1131,0.4267,0.49,0.5727,0.4317,0.4783,0.621,0.321,0.5744,,balanced,0.5693,0.5401,rectangle,169.94,37.39,101.94,100.85,115.38,63.97,34.11,34.36,27.08,22.32,15.51,25.39,21.68,47.07,41.69,43.38,85.06
char_21942,male,16,normal,0.2054,0.2443,0.4279,0.3628,0.5417,0.3326,0.2671,0.3204,0.2417,0.2945,,balanced,0.5825,0.4028,rectangle,165.68,37.99,106.75,100.35,115.46,65.47,34.17,32.7,26.59,22.87,15.52,23.16,21.11,44.27,40.39,40.5,80.88
char_21988,male,22,overweight,0.3882,0.2392,0.4269,0.3982,0.3137,0.5111,0.387,0.6137,0.4942,0.5958,,balanced,0.5712,0.48,rectangle,168.48,42.15,109.33,119.15,135.51,75.44,37.73,39.71,30.89,26.33,17.18,25.5,22.9,48.4,42.77,42.16,84.92
char_22052,male,36,normal,0.184,0.1665,0.4677,0.4448,0.4443,0.3377,0.6377,0.3923,0.3792,0.5804,,balanced,0.8676,0.8214,pear,174.93,36.69,100.48,96.45,113.57,62.89,35.7,30.34,25.59,22.58,15.38,24.79,23.04,47.83,42.34,47.46,89.79
char_22053,male,26,overweight,0.5335,0.2495,0.4274,0.6596,0.7052,0.4052,0.6985,0.6942,0.5011,0.5643,,balanced,0.4549,0.6429,rectangle,174.25,46.87,126.99,133.96,147.26,80.3,43.12,42.06,32.72,27.01,17.93,25.91,22.98,48.88,41.41,46.42,87.83
char_22079,male,34,obese,0.9198,0.3157,0.4313,0.6326,0.637,0.3605,0.6605,0.4382,0.6452,0.4297,,balanced,0.8364,0.4629,apple,173.85,60.73,276.42,184.2,202.09,109.87,52.63,47.76,38.82,34.16,21.4,24.15,24.05,48.19,41.03,46.07,87.08
char_22182,male,22,athletic_hyper,0.1012,0.784,0.4295,0.535,0.7288,0.7251,0.754,0.835,0.5962,0.8082,,balanced,0.467,0.2763,rectangle,176.83,39.56,110.05,93.12,111.23,67.77,37.27,41.7,29.94,23.33,15.37,27.64,24.03,51.67,45.71,47.2,92.89
char_22259,male,33,overweight,0.552,0.3267,0.4242,0.5247,0.4419,0.3964,0.6313,0.5787,0.6033,0.3313,,balanced,0.6872,0.678,pear,171.8,48.07,128.21,138.36,154.72,84.59,44.72,43.18,33.91,29.48,18.66,25.07,23.6,48.67,41.14,45.35,86.48
char_22261,male,19,underweight,0.064,0.1377,0.429,0.546,0.6119,0.3415,0.4973,0.3547,0.6415,0.4615,,balanced,0.4105,0.6814,rectangle,170.05,31.64,94.28,74.25,88.99,47.63,27.24,22.46,20.89,19.4,13.91,23.58,23.93,47.51,40.49,43.72,84.21
char_22305,male,20,normal,0.337,0.2207,0.4269,0.4625,0.3197,0.5739,0.3372,0.4959,0.4948,0.6197,,balanced,0.591,0.8006,rectangle,169.61,40.91,110.57,112.45,130.48,73.44,35.91,36.09,29.21,25.64,16.8,24.54,22.89,47.43,43.62,41.49,85.11
char_22349,male,18,athletic_lean,0.1376,0.4451,0.4469,0.388,0.688,0.4818,0.5927,0.6628,0.4674,0.6691,,upper_dominant,0.3112,0.2413,apple,172.48,37.99,99.88,93.34,104.9,60.93,34.8,36.41,27.81,22.73,15.11,26.47,23.2,49.67,43.3,45.91,89.21
char_22434,male,20,obese,0.8036,0.2543,0.4338,0.6337,0.5798,0.5386,0.8367,0.8386,0.6047,0.6572,,balanced,0.656,0.5694,apple,177.52,54.72,267.17,166.62,183.3,98.47,49.84,49.41,37.71,30.9,20.06,27.3,23.88,51.18,43.56,48.68,92.22
char_22482,male,33,athletic_hyper,0.1254,0.8037,0.4283,0.4272,0.3375,0.4401,0.5172,0.6375,0.5958,0.5506,,lower_dominant,0.3487,0.2901,v_shape,169.45,39.79,112.1,96.14,114.93,70.58,39.4,41.63,30.22,25.8,16.11,26.06,24.02,50.08,41.69,43.77,85.45
char_22499,male,28,normal,0.2987,0.2003,0.4282,0.4032,0.5673,0.4695,0.447,0.7032,0.4605,0.4959,,balanced,0.3209,0.6205,v_shape,168.79,39.51,101.61,106.95,120.79,67.8,35.83,37.45,29.11,24.44,16.32,26.22,22.71,48.92,42.26,43.03,85.28
char_22500,male,40,athletic_hyper,0.1221,0.7422,0.4455,0.9748,0.9432,0.7547,0.9192,0.7137,0.6899,0.7948,,push_dominant,0.6758,0.7072,pear,186.55,41.4,132.09,95.59,113.32,67.95,38.33,36.94,28.72,23.7,15.45,26.64,24.97,51.61,46.94,50.29,97.22
char_22536,male,17,obese,0.8826,0.3241,0.4285,0.1976,0.4136,0.492,0.3227,0.4932,0.4976,0.2157,,balanced,0.5038,0.8049,rectangle,166.21,57.24,263.18,175.26,194.36,107.16,49.68,51.43,39.5,33.78,21.15,24.76,22.95,47.71,42.63,41.34,83.96
char_22630,male,19,obese,0.8455,0.2068,0.4315,0.6687,0.503,0.6141,0.7754,0.7741,0.6877,0.4754,,balanced,0.5517,0.7991,rectangle,178.24,56.05,269.54,169.46,186.93,101.03,50.01,49.36,38.36,32.4,20.67,26.71,24.4,51.11,44.48,47.75,92.22
char_22762,male,21,obese,0.7907,0.1763,0.4291,0.3482,0.597,0.4795,0.3009,0.6009,0.398,0.4987,,balanced,0.6455,0.8644,rectangle,166.84,52.47,129.89,163.87,181.79,98.87,44.9,48.01,36.85,30.36,19.89,25.48,22.27,47.75,42.47,41.07,83.53
char_22786,male,20,athletic_lean,0.1219,0.5569,0.4284,0.5395,0.3956,0.3882,0.4287,0.4214,0.5129,0.6882,,push_dominant,0.7474,0.7145,pear,169.54,38.71,115.84,91.81,109.29,63.68,34.45,33.63,26.97,23.46,15.17,23.95,23.04,46.99,41.16,42.76,83.91
char_22818,male,37,obese,0.7126,0.2205,0.4292,0.5936,0.6319,0.5586,0.6608,0.3608,0.5014,0.6018,,balanced,0.7711,0.2887,apple,175.57,51.61,136.21,158.69,175.88,95.03,46.8,41.12,34.11,29.61,19.37,23.56,22.97,46.53,43.63,46.05,89.67
char_22827,male,33,underweight,0.1361,0.1763,0.4279,0.4321,0.6134,0.471,0.5749,0.4775,0.7321,0.5607,,balanced,0.3569,0.4054,v_shape,170.48,35.1,90.83,89.37,102.75,57.94,32.67,28.75,25.0,23.67,15.44,24.67,24.58,49.25,42.27,44.77,87.04
char_22834,male,22,obese,0.9428,0.3159,0.4325,0.5828,0.3926,0.4532,0.4289,0.5722,0.3514,0.2828,,balanced,0.5133,0.7476,apple,172.24,63.85,270.25,182.56,200.74,109.96,51.54,52.89,39.95,32.45,21.0,24.97,22.03,46.99,42.28,42.98,85.25
char_22845,male,26,obese,0.8499,0.2136,0.4213,0.3786,0.2533,0.2484,0.2649,0.2759,0.5484,0.3638,,balanced,0.4638,0.2523,apple,163.96,56.23,280.1,171.33,186.47,100.29,47.5,45.84,37.41,33.29,20.93,22.74,23.1,45.84,38.93,40.13,79.06
char_22856,male,36,athletic_lean,0.1007,0.4395,0.4271,0.3197,0.593,0.5837,0.5798,0.6197,0.5439,0.5549,,balanced,0.302,0.6531,v_shape,171.31,35.92,95.15,85.23,101.88,60.02,33.5,33.42,26.02,21.71,14.63,25.67,23.26,48.93,43.79,44.84,88.63
char_22936,male,38,overweight,0.3764,0.2821,0.4292,0.4023,0.4671,0.5564,0.5583,0.4312,0.4503,0.2583,,balanced,0.6203,0.579,rectangle,172.32,42.38,112.07,118.55,136.37,76.71,40.3,36.98,29.9,26.13,17.07,24.16,22.62,46.78,43.57,44.64,88.2
char_22942,male,16,overweight,0.3996,0.1754,0.4464,0.5899,0.5873,0.3261,0.3736,0.4495,0.5077,0.6261,,balanced,0.3372,0.6347,apple,170.68,42.57,119.98,117.7,129.83,71.29,36.94,35.57,29.57,26.21,17.22,24.56,23.44,48.0,41.12,42.83,83.94
char_22957,male,39,overweight,0.5565,0.1684,0.4297,0.4782,0.7413,0.4598,0.4744,0.4413,0.5817,0.7408,,balanced,0.2023,0.6766,apple,169.94,45.91,116.13,133.82,145.61,79.54,40.6,37.62,31.69,28.26,18.41,24.34,23.56,47.9,42.2,43.47,85.66
char_22961,male,23,obese,0.9655,0.3216,0.4382,0.5898,0.2929,0.4651,0.4348,0.2898,0.4954,0.5502,,balanced,0.6648,0.3321,apple,173.02,63.1,281.36,188.97,207.69,113.24,52.12,47.99,39.1,34.16,21.58,23.12,23.14,46.25,42.71,43.33,86.03
char_22998,male,29,underweight,0.0882,0.1131,0.4307,0.6288,0.5106,0.4624,0.3839,0.3288,0.3753,0.5292,,balanced,0.8661,0.386,pear,171.58,32.59,102.06,81.15,99.02,53.51,27.51,23.55,21.2,18.35,13.71,23.22,22.1,45.31,42.25,42.28,84.53
char_23019,male,23,normal,0.3067,0.1669,0.4251,0.3418,0.5338,0.3559,0.3376,0.4027,0.5616,0.6376,,balanced,0.4369,0.7642,rectangle,165.04,39.37,100.39,107.66,121.69,67.56,34.99,33.36,28.17,25.9,16.79,23.98,23.3,47.28,40.55,41.34,81.89
char_23027,male,14,athletic_lean,0.1189,0.4,0.4293,0.6339,0.6408,0.4917,0.3408,0.352,0.5857,0.473,,upper_dominant,0.8529,0.4079,pear,171.2,37.54,115.83,92.11,108.11,61.48,30.96,30.26,25.77,23.61,15.28,23.39,23.57,46.96,42.63,41.63,84.25
char_23103,male,18,normal,0.1861,0.2235,0.4256,0.8879,0.6925,0.7921,0.8465,0.8721,0.9089,0.6089,,balanced,0.5085,0.5821,rectangle,182.5,37.55,109.55,96.49,112.16,63.69,35.07,33.67,27.37,24.71,15.94,27.26,25.84,53.09,46.6,48.52,95.11
char_23128,male,17,normal,0.2726,0.1853,0.4284,0.3659,0.3736,0.4908,0.4287,0.3372,0.6372,0.4068,,balanced,0.4051,0.6357,rectangle,168.97,38.82,102.01,104.47,120.21,67.94,35.78,31.94,27.54,25.96,16.67,23.55,23.9,47.45,42.57,42.79,85.35
char_23176,male,24,obese,0.9435,0.2983,0.3843,0.5136,0.2905,0.5905,0.5674,0.4254,0.5733,0.5684,,balanced,0.8875,0.7622,apple,169.07,60.12,271.25,187.19,208.88,114.58,52.19,48.62,38.98,33.91,21.44,22.95,22.41,45.36,42.0,42.66,84.65
char_23230,male,21,obese,0.6839,0.3046,0.4259,0.4297,0.2591,0.4542,0.2339,0.425,0.5339,0.4628,,balanced,0.3603,0.6659,apple,166.78,51.87,136.6,150.81,167.0,91.85,43.89,44.84,35.65,31.34,19.7,23.96,23.13,47.09,41.92,39.99,81.9
char_23231,male,28,normal,0.1907,0.2604,0.4281,0.6966,0.6958,0.7456,0.661,0.5401,0.5394,0.4456,,balanced,0.66,0.4972,pear,178.81,37.94,110.26,99.09,116.96,67.11,35.46,31.43,26.18,23.0,15.48,24.78,23.24,48.02,46.11,46.06,92.17
char_23247,male,31,underweight,0.0875,0.1193,0.4541,0.4888,0.3685,0.3299,0.282,0.4155,0.582,0.2952,,balanced,0.8584,0.8722,pear,169.6,32.55,98.48,79.05,97.63,52.68,27.14,26.37,22.74,20.54,14.29,24.58,24.12,48.7,41.49,41.94,83.41
char_23314,male,22,obese,0.6566,0.2815,0.4219,0.4657,0.7017,0.7409,0.6142,0.4409,0.5237,0.5437,,balanced,0.4534,0.3377,apple,174.59,49.72,124.02,150.18,166.65,91.97,45.45,40.94,33.62,29.14,19.0,24.16,22.97,47.13,45.77,45.13,90.89
char_23321,male,26,normal,0.1832,0.2618,0.416,0.6535,0.5409,0.4921,0.5594,0.4211,0.372,0.3535,,balanced,0.4881,0.8713,hourglass,173.09,37.96,114.97,95.84,111.99,64.27,35.65,31.53,26.03,22.52,15.32,23.46,21.75,45.22,42.05,44.01,86.05
