char_id,gender,fat_score,muscle_score,hip_score,waist_def_score,height_score,shoulder_w,waist_w,hip_w,hip_over_shoulder,waist_over_hip,waist_over_shoulder,chest_circ_cm,waist_circ_cm,hip_circ_cm
char_16945,male,0.8772,0.1982,0.5338,0.731,0.4326,0.3438,0.2832,0.3027,0.8807,0.9355,0.8239,71.97,173.74,191.6
char_16969,male,0.3228,0.2756,0.3668,0.544,0.4288,0.3359,0.1777,0.2207,0.657,0.8053,0.5291,117.03,110.96,126.46
char_17042,male,0.3038,0.2576,0.6274,0.2387,0.4083,0.3301,0.1895,0.2246,0.6805,0.8435,0.574,100.41,111.96,128.1
char_17063,male,0.6636,0.2817,0.5785,0.5662,0.4315,0.334,0.252,0.2754,0.8246,0.9149,0.7544,123.82,150.67,166.32
char_17072,male,0.9015,0.1867,0.4842,0.4504,0.4252,0.3379,0.2871,0.3027,0.896,0.9484,0.8497,139.16,177.44,195.34
char_17099,male,0.083,0.9228,0.7011,0.4136,0.3865,0.3262,0.1543,0.2207,0.6766,0.6991,0.4731,128.34,92.77,116.02
char_17121,male,0.4657,0.2166,0.5494,0.6466,0.429,0.3457,0.2012,0.2324,0.6723,0.8655,0.5819,121.89,126.5,141.51
char_17122,male,0.0943,0.5791,0.35,0.7741,0.4278,0.3223,0.1348,0.1973,0.6121,0.6832,0.4182,120.16,85.4,101.48
char_17151,male,0.5209,0.2528,0.6899,0.5621,0.4285,0.3262,0.2129,0.252,0.7725,0.845,0.6527,124.41,134.49,150.32
char_17157,male,0.584,0.2721,0.6225,0.649,0.4287,0.3262,0.2363,0.2676,0.8204,0.8832,0.7246,123.68,141.7,157.75
char_17199,male,0.3937,0.1874,0.3073,0.3973,0.4224,0.334,0.1855,0.2207,0.6608,0.8407,0.5556,113.93,118.22,133.39
char_17266,male,0.6342,0.2758,0.87,0.2485,0.3644,0.3145,0.2402,0.2949,0.9379,0.8146,0.764,141.15,151.45,167.62
char_17345,male,0.0438,0.1123,0.2866,0.2722,0.3669,0.2949,0.1152,0.168,0.5695,0.686,0.3907,80.72,70.29,84.26
char_17452,male,0.1339,0.5495,0.4027,0.3325,0.4269,0.334,0.1523,0.2051,0.614,0.7429,0.4561,119.95,95.04,110.55
char_17458,male,0.9043,0.2559,0.701,0.8064,0.421,0.3418,0.2715,0.3027,0.8857,0.8968,0.7943,274.57,179.0,197.88
char_17479,male,0.4512,0.2105,0.3094,0.7947,0.4295,0.3418,0.1973,0.2324,0.68,0.8487,0.5771,110.5,122.83,138.89
char_17482,male,0.9165,0.3263,0.8786,0.7972,0.4034,0.3438,0.2988,0.3223,0.9375,0.9273,0.8693,261.45,183.44,204.76
char_17490,male,0.1087,0.8933,0.6125,0.6355,0.4287,0.3457,0.1582,0.2207,0.6384,0.7168,0.4576,116.44,96.49,118.24
char_17494,male,0.7482,0.27,0.7642,0.3939,0.4285,0.3457,0.2598,0.2871,0.8305,0.9048,0.7514,131.07,163.2,183.05
char_17496,male,0.2409,0.1214,0.4501,0.3327,0.4305,0.3301,0.1699,0.2051,0.6213,0.8286,0.5148,93.27,102.49,116.62
char_17559,male,0.0883,0.8172,0.6154,0.854,0.4208,0.3379,0.1426,0.209,0.6185,0.6822,0.422,132.63,90.28,109.34
char_17603,male,0.1082,0.9419,0.8074,0.3968,0.4307,0.3496,0.1543,0.209,0.5978,0.7383,0.4413,116.5,100.96,120.52
char_17633,male,0.2073,0.2149,0.7831,0.462,0.3097,0.2988,0.1777,0.2441,0.817,0.728,0.5948,95.8,100.31,116.46
char_17691,male,0.7,0.2895,0.7651,0.6512,0.4256,0.3379,0.252,0.2754,0.815,0.9149,0.7457,128.07,156.67,174.86
char_17720,male,0.0909,0.1339,0.7295,0.2697,0.4291,0.3066,0.1309,0.1816,0.5924,0.7204,0.4268,93.04,81.38,96.79
char_17772,male,0.6457,0.2818,0.3571,0.3268,0.4141,0.3379,0.2324,0.2637,0.7803,0.8815,0.6879,131.72,147.53,162.68
char_17782,male,0.1085,0.9761,0.5897,0.3317,0.4305,0.3457,0.1602,0.2207,0.6384,0.7257,0.4633,130.13,101.11,122.9
char_17799,male,0.4995,0.2777,0.2571,0.3507,0.5172,0.3457,0.1934,0.2129,0.6158,0.9083,0.5593,129.79,130.39,142.06
char_17825,male,0.6727,0.2723,0.6715,0.2868,0.4355,0.3398,0.2559,0.2754,0.8103,0.9291,0.7529,122.23,153.47,169.05
char_17852,male,0.882,0.1866,0.858,0.7513,0.5348,0.3418,0.252,0.2676,0.7829,0.9416,0.7371,274.86,176.58,194.9
char_18054,male,0.0851,0.5056,0.671,0.6075,0.4289,0.3262,0.1387,0.2012,0.6168,0.6893,0.4251,98.99,85.01,104.46
char_18056,male,0.0982,0.631,0.6841,0.387,0.4291,0.3184,0.1426,0.2168,0.681,0.6577,0.4479,117.75,89.19,110.24
char_18068,male,0.1409,0.6373,0.5443,0.8732,0.4821,0.334,0.1543,0.2012,0.6023,0.767,0.462,108.26,95.6,109.68
char_18157,male,0.9365,0.3057,0.6548,0.4529,0.4271,0.3418,0.2793,0.3145,0.92,0.8882,0.8171,273.03,184.03,201.37
char_18232,male,0.4533,0.2956,0.4949,0.2646,0.4294,0.3418,0.209,0.2402,0.7029,0.8699,0.6114,112.26,127.61,144.3
char_18267,male,0.8855,0.2306,0.4361,0.745,0.446,0.3438,0.2754,0.291,0.8466,0.9463,0.8011,137.07,173.94,190.96
char_18302,male,0.3907,0.2136,0.6739,0.578,0.4286,0.332,0.1895,0.2363,0.7118,0.8017,0.5706,111.82,119.71,137.86
char_18308,male,0.2644,0.214,0.8152,0.3205,0.4274,0.3301,0.1855,0.2246,0.6805,0.8261,0.5621,98.7,108.02,124.68
char_18338,male,0.4162,0.2409,0.8666,0.2548,0.4597,0.3398,0.209,0.2402,0.7069,0.8699,0.6149,105.74,124.96,141.46
char_18340,male,0.4333,0.2391,0.5431,0.7622,0.4271,0.3301,0.209,0.2402,0.7278,0.8699,0.6331,111.11,122.5,137.01
char_18342,male,0.7,0.3142,0.4973,0.6692,0.4343,0.3379,0.2363,0.2676,0.7919,0.8832,0.6994,141.5,153.78,170.05
char_18355,male,0.1148,0.908,0.885,0.8864,0.4965,0.3496,0.1504,0.2129,0.6089,0.7064,0.4302,141.26,99.77,122.78
char_18375,male,0.1424,0.8817,0.6964,0.4277,0.4294,0.3496,0.166,0.2168,0.6201,0.7658,0.4749,141.22,105.23,124.93
char_18412,male,0.3025,0.2457,0.4661,0.5373,0.43,0.3379,0.1738,0.2168,0.6416,0.8018,0.5145,107.63,109.09,125.05
char_18440,male,0.519,0.281,0.4059,0.8584,0.4268,0.3262,0.2246,0.2559,0.7844,0.8779,0.6886,112.49,131.58,147.36
char_18442,male,0.5032,0.2962,0.7611,0.4234,0.4195,0.3418,0.2129,0.252,0.7371,0.845,0.6229,125.6,134.64,152.74
char_18461,male,0.1451,0.6266,0.6544,0.3649,0.5013,0.3438,0.1504,0.1973,0.5739,0.7624,0.4375,119.33,98.54,114.66
char_18474,male,0.5212,0.2469,0.7275,0.2985,0.4214,0.3359,0.2168,0.2559,0.7616,0.8473,0.6453,126.19,136.71,152.81
char_18477,male,0.1133,0.9351,0.2794,0.8773,0.5138,0.3457,0.1387,0.1934,0.5593,0.7172,0.4011,132.31,96.53,116.08
char_18504,male,0.1069,0.8598,0.5129,0.6559,0.4282,0.3379,0.1504,0.2012,0.5954,0.7476,0.4451,134.87,94.99,109.28
char_18537,male,0.1239,0.579,0.4518,0.8796,0.5393,0.334,0.1387,0.1895,0.5673,0.732,0.4152,112.64,91.66,108.16
char_18541,male,0.3351,0.2473,0.3027,0.3389,0.4302,0.334,0.1777,0.2168,0.6491,0.8198,0.5322,108.55,112.59,127.93
char_18554,male,0.2133,0.1506,0.4729,0.4321,0.4288,0.334,0.166,0.2051,0.614,0.8095,0.4971,96.67,99.4,115.12
char_18582,male,0.5456,0.1675,0.4148,0.5752,0.4305,0.332,0.2051,0.248,0.7471,0.8268,0.6176,131.33,134.94,151.26
char_18611,male,0.8257,0.2559,0.8097,0.2748,0.4901,0.3379,0.2676,0.2988,0.8844,0.8954,0.7919,143.79,173.44,193.53
char_18654,male,0.4817,0.3142,0.6266,0.5142,0.4356,0.3379,0.2031,0.2402,0.711,0.8455,0.6012,127.24,131.09,146.9
char_18704,male,0.6625,0.2003,0.4368,0.7519,0.422,0.334,0.2246,0.2637,0.7895,0.8519,0.6725,138.56,147.95,165.28
char_18707,male,0.6457,0.2706,0.7537,0.6008,0.43,0.334,0.2285,0.2715,0.8129,0.8417,0.6842,141.97,149.74,167.22
char_18708,male,0.2398,0.1341,0.4808,0.5049,0.5355,0.3359,0.1582,0.2012,0.5988,0.7864,0.4709,114.24,101.32,115.04
char_18709,male,0.4172,0.1905,0.57,0.6947,0.427,0.3281,0.1895,0.2324,0.7083,0.8151,0.5774,121.64,120.92,136.45
char_18732,male,0.452,0.3149,0.288,0.845,0.3154,0.3145,0.209,0.2559,0.8137,0.8168,0.6646,118.78,124.1,139.33
char_18792,male,0.332,0.112,0.659,0.26,0.4304,0.3184,0.1855,0.2324,0.7301,0.7983,0.5828,109.86,113.54,130.2
char_18814,male,0.0811,0.4351,0.6385,0.5114,0.4279,0.3184,0.1289,0.1973,0.6196,0.6535,0.4049,100.07,82.93,105.23
char_18850,male,0.5007,0.2009,0.4569,0.6065,0.4108,0.3418,0.209,0.2324,0.68,0.8992,0.6114,109.38,129.84,143.25
char_18872,male,0.242,0.1076,0.6643,0.4935,0.4282,0.3301,0.166,0.2129,0.645,0.7798,0.503,100.92,102.67,120.72
char_18923,male,0.9566,0.211,0.8914,0.6869,0.4329,0.3398,0.3027,0.3223,0.9483,0.9394,0.8908,270.82,187.38,208.21
char_18936,male,0.8196,0.2857,0.365,0.4656,0.429,0.3613,0.2559,0.2715,0.7514,0.9424,0.7081,132.51,166.8,183.62
char_18952,male,0.0552,0.8766,0.7327,0.8084,0.4288,0.3379,0.1387,0.209,0.6185,0.6636,0.4104,112.65,87.37,109.07
char_18965,male,0.1272,0.1271,0.4896,0.4026,0.4273,0.3145,0.1426,0.1895,0.6025,0.7526,0.4534,92.82,87.49,103.15
char_18997,male,0.1126,0.5879,0.6017,0.2342,0.4617,0.332,0.1543,0.2051,0.6176,0.7524,0.4647,102.21,92.69,107.17
char_19022,male,0.3683,0.2379,0.2483,0.8342,0.4607,0.334,0.1855,0.2168,0.6491,0.8559,0.5556,108.13,113.35,127.89
char_19035,male,0.5567,0.2533,0.5867,0.6501,0.4279,0.3379,0.2285,0.2598,0.7688,0.8797,0.6763,118.26,137.41,153.65
char_19060,male,0.9282,0.1856,0.6563,0.7188,0.4314,0.3496,0.2832,0.2988,0.8547,0.9477,0.8101,272.35,181.0,199.49
char_19076,male,0.8649,0.1826,0.7918,0.3534,0.4258,0.3457,0.2676,0.3027,0.8757,0.8839,0.774,272.78,176.89,196.87
char_19100,male,0.9244,0.261,0.299,0.5748,0.4341,0.3574,0.2754,0.291,0.8142,0.9463,0.7705,268.16,177.88,195.58
char_19109,male,0.5524,0.2358,0.7862,0.6171,0.4347,0.3359,0.2285,0.2559,0.7616,0.8931,0.6802,129.23,138.87,154.44
char_19143,male,0.5203,0.2251,0.3534,0.3133,0.4277,0.334,0.2168,0.2402,0.7193,0.9024,0.6491,123.23,132.86,144.4
char_19157,male,0.7,0.2757,0.3893,0.5107,0.4261,0.3379,0.252,0.2754,0.815,0.9149,0.7457,124.77,153.29,170.46
char_19200,male,0.8441,0.2944,0.3199,0.8,0.4289,0.3418,0.2637,0.291,0.8514,0.906,0.7714,267.42,168.57,186.39
char_19201,male,0.434,0.2512,0.7819,0.5586,0.4309,0.3379,0.209,0.2441,0.7225,0.856,0.6185,113.98,125.62,143.63
char_19212,male,0.2778,0.2339,0.7036,0.4406,0.4257,0.3379,0.166,0.2129,0.6301,0.7798,0.4913,118.03,108.37,126.77
char_19225,male,0.5231,0.2629,0.4231,0.4214,0.428,0.3301,0.209,0.2461,0.7456,0.8492,0.6331,133.57,133.47,147.02
char_19235,male,0.4133,0.3269,0.5086,0.628,0.4266,0.3281,0.1934,0.2363,0.7202,0.8182,0.5893,128.22,122.07,137.3
char_19252,male,0.12,0.9197,0.2276,0.862,0.4488,0.3457,0.1504,0.2129,0.6158,0.7064,0.435,134.25,97.85,116.74
char_19275,male,0.0583,0.0359,0.8214,0.6275,0.4279,0.291,0.1113,0.1777,0.6107,0.6264,0.3826,86.16,71.46,89.56
char_19369,male,0.7,0.2365,0.6837,0.7682,0.4309,0.334,0.252,0.2793,0.8363,0.9021,0.7544,126.16,154.48,171.24
char_19407,male,0.4127,0.2008,0.6111,0.8519,0.3954,0.3379,0.1855,0.2285,0.6763,0.812,0.5491,121.17,120.16,136.39
char_19423,male,0.4754,0.231,0.2694,0.8604,0.3277,0.3223,0.209,0.248,0.7697,0.8425,0.6485,115.32,124.61,137.81
char_19471,male,0.7163,0.3188,0.4974,0.5807,0.4277,0.3379,0.2598,0.2832,0.8382,0.9172,0.7688,136.17,156.19,170.72
char_19473,male,0.3789,0.2577,0.3651,0.2878,0.4291,0.3301,0.1973,0.2285,0.6923,0.8632,0.5976,114.16,117.73,131.85
char_19497,male,0.1099,0.4846,0.6427,0.5382,0.4295,0.3281,0.1465,0.1973,0.6012,0.7426,0.4464,109.05,89.55,103.92
char_19516,male,0.6337,0.2263,0.4582,0.8623,0.4074,0.3359,0.2402,0.2715,0.8081,0.8849,0.7151,123.89,144.25,161.44
char_19534,male,0.4443,0.1561,0.6292,0.2736,0.4276,0.3262,0.2129,0.2402,0.7365,0.8862,0.6527,109.7,126.25,140.31
char_19539,male,0.132,0.8885,0.3357,0.4289,0.4279,0.3418,0.166,0.2207,0.6457,0.7522,0.4857,122.05,101.06,118.97
char_19543,male,0.402,0.1981,0.8076,0.8738,0.5024,0.3457,0.1895,0.2246,0.6497,0.8435,0.548,103.68,120.37,139.86
char_19560,male,0.6483,0.2656,0.6701,0.4608,0.4298,0.3457,0.2324,0.2637,0.7627,0.8815,0.6723,130.11,150.07,168.29
char_19611,male,0.9499,0.3237,0.4358,0.7214,0.4293,0.3398,0.2793,0.3027,0.8908,0.9226,0.8218,277.28,182.49,199.7
char_19615,male,0.9424,0.309,0.838,0.8086,0.3585,0.3418,0.3027,0.3262,0.9543,0.9281,0.8857,263.12,186.35,208.02
char_19620,male,0.1113,0.0322,0.7883,0.6264,0.4297,0.3027,0.1348,0.1855,0.6129,0.7263,0.4452,89.03,83.63,99.28
char_19635,male,0.0785,0.0942,0.6345,0.6632,0.4293,0.3008,0.1152,0.1777,0.5909,0.6484,0.3831,98.72,77.01,95.14
char_19672,male,0.0884,0.0776,0.2042,0.7959,0.3768,0.2949,0.1191,0.1738,0.5894,0.6854,0.404,98.3,76.75,91.2
char_19754,male,0.8547,0.2639,0.807,0.4984,0.4192,0.3418,0.2832,0.3066,0.8971,0.9236,0.8286,269.55,175.74,195.29
char_19756,male,0.3001,0.17,0.6625,0.7038,0.4319,0.3418,0.1738,0.2129,0.6229,0.8165,0.5086,97.69,108.57,126.71
char_19781,male,0.2523,0.2514,0.2238,0.7879,0.3251,0.3223,0.1738,0.2207,0.6848,0.7876,0.5394,101.89,101.24,115.27
char_19974,male,0.271,0.247,0.8602,0.8518,0.4214,0.3223,0.1738,0.2324,0.7212,0.7479,0.5394,103.89,107.71,127.46
char_20034,male,0.4182,0.2583,0.4291,0.5814,0.43,0.3301,0.1934,0.2285,0.6923,0.8462,0.5858,123.32,121.65,135.92
char_20047,male,0.2834,0.2584,0.3778,0.3511,0.428,0.3223,0.1777,0.2168,0.6727,0.8198,0.5515,112.09,107.92,122.61
char_20102,male,0.1167,0.5786,0.597,0.3815,0.427,0.3242,0.1504,0.209,0.6446,0.7196,0.4639,118.76,92.48,107.43
char_20130,male,0.876,0.2917,0.7853,0.2429,0.4534,0.3457,0.2871,0.3027,0.8757,0.9484,0.8305,265.8,178.72,195.66
char_20162,male,0.1377,0.4592,0.6214,0.8578,0.4315,0.3262,0.1543,0.2051,0.6287,0.7524,0.4731,100.26,93.22,109.36
char_20271,male,0.3129,0.2182,0.3605,0.3955,0.4273,0.3301,0.1855,0.2207,0.6686,0.8407,0.5621,110.61,109.8,122.03
char_20347,male,0.6628,0.2931,0.7849,0.7262,0.4277,0.3379,0.2363,0.2832,0.8382,0.8345,0.6994,144.11,152.16,171.14
char_20353,male,0.3294,0.1847,0.5774,0.3538,0.4275,0.3359,0.1855,0.2207,0.657,0.8407,0.5523,105.14,112.68,128.44
char_20377,male,0.0878,0.4665,0.689,0.41,0.4457,0.3184,0.1465,0.2129,0.6687,0.6881,0.4601,99.69,85.81,104.16
char_20448,male,0.5314,0.3148,0.5966,0.5443,0.4285,0.3418,0.2207,0.248,0.7257,0.8898,0.6457,123.49,135.84,151.97
char_20466,male,0.1076,0.1081,0.4566,0.474,0.4285,0.3066,0.1309,0.1816,0.5924,0.7204,0.4268,97.64,83.21,98.39
char_20622,male,0.3022,0.1673,0.4533,0.6026,0.4248,0.3223,0.1816,0.2207,0.6848,0.823,0.5636,101.38,108.2,121.92
char_20647,male,0.1157,0.6081,0.5508,0.5379,0.4225,0.332,0.1465,0.2051,0.6176,0.7143,0.4412,122.16,91.63,108.02
char_20676,male,0.108,0.5356,0.7589,0.6939,0.4309,0.3223,0.1504,0.2109,0.6545,0.713,0.4667,106.21,89.1,107.27
char_20705,male,0.1018,0.5004,0.4128,0.6162,0.4274,0.3242,0.1465,0.2051,0.6325,0.7143,0.4518,101.66,86.29,102.09
char_20715,male,0.0677,0.8678,0.4592,0.7444,0.417,0.332,0.1426,0.2051,0.6176,0.6952,0.4294,118.78,89.37,106.31
char_20723,male,0.0981,0.4852,0.644,0.6636,0.41,0.3301,0.1348,0.1895,0.574,0.7113,0.4083,111.42,86.62,104.44
char_20786,male,0.7619,0.3374,0.6123,0.6502,0.4296,0.3262,0.2715,0.3027,0.9281,0.8968,0.8323,134.48,163.26,181.3
char_20807,male,0.9759,0.2492,0.4146,0.4887,0.4251,0.334,0.291,0.3223,0.9649,0.903,0.8713,275.83,186.02,202.61
char_20817,male,0.2308,0.2293,0.2636,0.8569,0.3263,0.3105,0.166,0.2129,0.6855,0.7798,0.5346,110.08,98.72,111.97
char_20818,male,0.5406,0.2415,0.3106,0.7801,0.4313,0.3379,0.2129,0.2402,0.711,0.8862,0.6301,131.77,132.81,146.61
char_20843,male,0.4751,0.2522,0.3661,0.266,0.427,0.3379,0.2051,0.2363,0.6994,0.8678,0.6069,123.84,129.03,143.6
char_20851,male,0.0681,0.4971,0.5397,0.8767,0.3023,0.3027,0.1348,0.2051,0.6774,0.6571,0.4452,108.94,81.23,97.66
char_20859,male,0.1262,0.626,0.6027,0.7503,0.4292,0.3223,0.1562,0.2129,0.6606,0.7339,0.4848,108.3,93.65,110.51
char_20869,male,0.4875,0.2609,0.6922,0.2247,0.4287,0.3379,0.2129,0.252,0.7457,0.845,0.6301,122.52,132.9,150.71
char_20884,male,0.5342,0.3379,0.456,0.8407,0.4305,0.3418,0.2227,0.252,0.7371,0.8837,0.6514,115.21,134.37,149.29
char_20885,male,0.2191,0.1479,0.6113,0.8928,0.3833,0.3223,0.1699,0.2129,0.6606,0.7982,0.5273,100.1,98.34,113.53
char_20932,male,0.1319,0.9324,0.6955,0.5875,0.4275,0.3418,0.1641,0.2246,0.6571,0.7304,0.48,112.56,102.83,126.48
char_20969,male,0.6868,0.2,0.2563,0.3259,0.4481,0.3418,0.2441,0.2598,0.76,0.9398,0.7143,136.58,150.51,163.38
char_20971,male,0.8982,0.2123,0.6121,0.5166,0.4292,0.3418,0.2793,0.3027,0.8857,0.9226,0.8171,271.11,178.23,197.77
char_20973,male,0.7212,0.285,0.5921,0.5485,0.4275,0.334,0.2676,0.2949,0.883,0.9073,0.8012,125.8,157.63,175.19
char_21008,male,0.3995,0.1815,0.8654,0.2529,0.4307,0.3301,0.1855,0.2324,0.7041,0.7983,0.5621,122.76,122.91,138.47
char_21045,male,0.4631,0.2286,0.4095,0.7876,0.4281,0.3281,0.1973,0.2363,0.7202,0.8347,0.6012,123.91,124.76,139.09
char_21071,male,0.0899,0.8218,0.3483,0.7377,0.4284,0.3301,0.1465,0.2031,0.6154,0.7212,0.4438,122.08,90.63,106.48
char_21078,male,0.3072,0.1107,0.3368,0.4556,0.4327,0.3301,0.1855,0.2129,0.645,0.8716,0.5621,96.37,107.91,119.84
char_21082,male,0.8992,0.2024,0.5333,0.6149,0.4253,0.3457,0.2793,0.2988,0.8644,0.9346,0.8079,269.0,176.59,195.21
char_21088,male,0.7928,0.1761,0.392,0.6702,0.4247,0.3301,0.252,0.2832,0.858,0.8897,0.7633,146.66,162.33,178.61
char_21099,male,0.6464,0.3405,0.5173,0.3919,0.4159,0.3438,0.2363,0.2676,0.7784,0.8832,0.6875,136.24,149.8,167.24
char_21105,male,0.0829,0.4742,0.3615,0.4781,0.428,0.3223,0.1348,0.1895,0.5879,0.7113,0.4182,98.53,84.23,100.27
char_21115,male,0.6706,0.2231,0.2893,0.7957,0.407,0.3379,0.2441,0.2715,0.8035,0.8993,0.7225,124.62,147.33,164.03
char_21241,male,0.2193,0.2244,0.559,0.7437,0.4284,0.3301,0.1699,0.209,0.6331,0.8131,0.5148,100.94,100.05,114.51
char_21257,male,0.4573,0.3013,0.3452,0.3122,0.4287,0.3359,0.207,0.2363,0.7035,0.876,0.6163,109.49,126.64,142.08
char_21270,male,0.1125,0.9752,0.8201,0.7547,0.431,0.3457,0.1582,0.2207,0.6384,0.7168,0.4576,140.83,101.06,122.75
char_21275,male,0.4393,0.2611,0.256,0.5538,0.431,0.334,0.2012,0.2402,0.7193,0.8374,0.6023,119.4,122.84,138.38
char_21320,male,0.0627,0.1413,0.2332,0.4723,0.4288,0.2988,0.1152,0.166,0.5556,0.6941,0.3856,92.6,74.12,87.97
char_21376,male,0.2351,0.2665,0.5973,0.6046,0.4291,0.3301,0.1621,0.2129,0.645,0.7615,0.4911,107.4,103.12,120.35
char_21437,male,0.6834,0.2145,0.6186,0.4,0.4269,0.3418,0.2559,0.2793,0.8171,0.9161,0.7486,126.16,153.64,171.1
char_21535,male,0.9277,0.2784,0.6286,0.4277,0.4238,0.3418,0.2988,0.3184,0.9314,0.9387,0.8743,264.25,182.59,200.91
char_21549,male,0.1267,0.7472,0.8239,0.5267,0.4079,0.3262,0.1562,0.2246,0.6886,0.6957,0.479,116.46,97.95,120.88
char_21551,male,0.5592,0.1792,0.3806,0.7117,0.422,0.334,0.2285,0.2598,0.7778,0.8797,0.6842,117.69,135.41,151.61
char_21567,male,0.9162,0.2725,0.7347,0.6079,0.4316,0.3379,0.2871,0.3145,0.9306,0.913,0.8497,270.05,181.45,200.09
char_21621,male,0.0587,0.8487,0.4021,0.3294,0.4086,0.3359,0.1406,0.1934,0.5756,0.7273,0.4186,114.28,87.6,99.71
char_21680,male,0.1247,0.4923,0.5468,0.8626,0.3957,0.3203,0.1543,0.2207,0.689,0.6991,0.4817,103.6,90.92,108.45
char_21703,male,0.9741,0.2499,0.411,0.3074,0.4148,0.3457,0.2832,0.3027,0.8757,0.9355,0.8192,278.36,186.32,203.68
char_21730,male,0.2052,0.1906,0.3926,0.8728,0.3354,0.3184,0.1621,0.2129,0.6687,0.7615,0.5092,96.89,96.93,113.84
char_21754,male,0.5048,0.3117,0.8292,0.7533,0.4299,0.3418,0.2129,0.252,0.7371,0.845,0.6229,116.43,134.4,154.43
char_21795,male,0.9102,0.2609,0.7988,0.8638,0.4104,0.3418,0.2949,0.3184,0.9314,0.9264,0.8629,267.73,180.35,200.48
char_21798,male,0.7,0.2222,0.4138,0.8568,0.4271,0.3379,0.248,0.2715,0.8035,0.9137,0.7341,122.47,150.88,166.7
char_21819,male,0.7207,0.2361,0.3333,0.8487,0.4238,0.3418,0.2441,0.2676,0.7829,0.9124,0.7143,135.56,152.71,167.3
char_21820,male,0.4622,0.2856,0.3831,0.8784,0.3704,0.3262,0.2168,0.252,0.7725,0.8605,0.6647,109.31,125.23,140.99
char_21830,male,0.2316,0.1131,0.5693,0.5401,0.4267,0.3301,0.1621,0.2051,0.6213,0.7905,0.4911,101.94,100.85,115.38
char_21942,male,0.2054,0.2443,0.5825,0.4028,0.4279,0.3223,0.1621,0.2129,0.6606,0.7615,0.503,106.75,100.35,115.46
char_21988,male,0.3882,0.2392,0.5712,0.48,0.4269,0.334,0.1973,0.2363,0.7076,0.8347,0.5906,109.33,119.15,135.51
char_22052,male,0.184,0.1665,0.8676,0.8214,0.4677,0.332,0.1504,0.2012,0.6059,0.7476,0.4529,100.48,96.45,113.57
char_22053,male,0.5335,0.2495,0.4549,0.6429,0.4274,0.3418,0.2129,0.2402,0.7029,0.8862,0.6229,126.99,133.96,147.26
char_22079,male,0.9198,0.3157,0.8364,0.4629,0.4313,0.3379,0.2852,0.3066,0.9075,0.9299,0.8439,276.42,184.2,202.09
char_22182,male,0.1012,0.784,0.467,0.2763,0.4295,0.3398,0.1465,0.2051,0.6034,0.7143,0.431,110.05,93.12,111.23
char_22259,male,0.552,0.3267,0.6872,0.678,0.4242,0.3379,0.2246,0.2559,0.7572,0.8779,0.6647,128.21,138.36,154.72
char_22261,male,0.064,0.1377,0.4105,0.6814,0.429,0.2949,0.1191,0.1738,0.5894,0.6854,0.404,94.28,74.25,88.99
char_22305,male,0.337,0.2207,0.591,0.8006,0.4269,0.3301,0.1855,0.2285,0.6923,0.812,0.5621,110.57,112.45,130.48
char_22349,male,0.1376,0.4451,0.3112,0.2413,0.4469,0.332,0.1582,0.1973,0.5941,0.802,0.4765,99.88,93.34,104.9
char_22434,male,0.8036,0.2543,0.656,0.5694,0.4338,0.3535,0.2598,0.2754,0.779,0.9433,0.7348,267.17,166.62,183.3
char_22482,male,0.1254,0.8037,0.3487,0.2901,0.4283,0.3379,0.1582,0.2168,0.6416,0.7297,0.4682,112.1,96.14,114.93
char_22499,male,0.2987,0.2003,0.3209,0.6205,0.4282,0.334,0.1816,0.2168,0.6491,0.8378,0.5439,101.61,106.95,120.79
char_22500,male,0.1221,0.7422,0.6758,0.7072,0.4455,0.3418,0.1426,0.1973,0.5771,0.7228,0.4171,132.09,95.59,113.32
char_22536,male,0.8826,0.3241,0.5038,0.8049,0.4285,0.3418,0.291,0.3145,0.92,0.9255,0.8514,263.18,175.26,194.36
char_22630,male,0.8455,0.2068,0.5517,0.7991,0.4315,0.3535,0.2637,0.2793,0.7901,0.9441,0.7459,269.54,169.46,186.93
char_22762,male,0.7907,0.1763,0.6455,0.8644,0.4291,0.3398,0.2715,0.2949,0.8678,0.9205,0.7989,129.89,163.87,181.79
char_22786,male,0.1219,0.5569,0.7474,0.7145,0.4284,0.3242,0.1504,0.209,0.6446,0.7196,0.4639,115.84,91.81,109.29
char_22818,male,0.7126,0.2205,0.7711,0.2887,0.4292,0.3398,0.2441,0.2754,0.8103,0.8865,0.7184,136.21,158.69,175.88
char_22827,male,0.1361,0.1763,0.3569,0.4054,0.4279,0.3184,0.1504,0.1895,0.5951,0.7938,0.4724,90.83,89.37,102.75
char_22834,male,0.9428,0.3159,0.5133,0.7476,0.4325,0.3457,0.2793,0.3105,0.8983,0.8994,0.8079,270.25,182.56,200.74
char_22845,male,0.8499,0.2136,0.4638,0.2523,0.4213,0.3262,0.2832,0.3027,0.9281,0.9355,0.8683,280.1,171.33,186.47
char_22856,male,0.1007,0.4395,0.302,0.6531,0.4271,0.3223,0.1387,0.1934,0.6,0.7172,0.4303,95.15,85.23,101.88
char_22936,male,0.3764,0.2821,0.6203,0.579,0.4292,0.334,0.1895,0.2324,0.6959,0.8151,0.5673,112.07,118.55,136.37
