char_id,height_cm,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,forearm_circ_cm,wrist_circ_cm,shoulder_width_cm,hip_width_cm,upper_arm_length_cm,forearm_length_cm,trochanterion_height_cm,tibial_height_cm,weight_kg,gender,navy_bfp
ansur_04866,177.3,45.2,126.6,111.6,116.9,77.1,45.4,43.2,36.3,18.3,61.4,36.3,37.4,29.8,94.7,46.1,120.5,male,29.52
ansur_04867,180.6,38.5,105.9,99.0,102.9,63.7,42.5,35.7,30.7,17.7,50.5,34.3,36.3,26.9,94.4,48.5,87.6,male,25.48
ansur_04868,172.5,40.3,118.8,103.0,105.6,66.4,39.6,37.7,30.9,17.3,55.7,35.0,37.0,25.2,91.9,45.4,94.1,male,28.21
ansur_04869,167.6,41.2,110.9,97.0,102.2,64.5,39.8,38.1,32.7,17.3,53.3,34.3,33.3,24.3,86.2,44.3,83.8,male,24.73
ansur_04870,171.6,38.9,105.8,99.9,101.2,62.5,42.3,35.6,29.2,17.0,50.0,33.8,35.9,25.2,89.7,44.7,86.0,male,27.34
ansur_04871,181.9,42.8,115.3,98.8,106.3,64.2,42.0,40.9,34.5,18.5,57.0,35.9,38.5,27.4,98.1,48.5,100.2,male,22.38
ansur_04872,173.9,36.4,102.7,93.2,101.6,61.2,39.0,33.8,28.9,16.1,51.4,34.6,35.2,25.5,91.4,45.2,79.8,male,24.27
ansur_04873,177.8,39.0,98.0,93.8,100.8,60.2,38.3,34.4,30.6,18.5,48.2,34.1,36.0,27.8,89.1,45.6,81.3,male,22.26
ansur_04874,191.9,42.2,120.1,119.2,121.4,77.7,47.0,42.8,37.1,19.4,56.8,38.7,38.0,29.1,105.5,53.2,131.2,male,32.64
ansur_04875,172.8,40.7,109.1,97.8,108.3,67.2,40.7,37.8,31.4,17.1,51.7,36.5,33.5,29.0,91.0,46.7,93.7,male,24.66
ansur_04876,166.9,38.1,101.1,78.7,99.8,62.8,38.3,38.6,32.5,16.5,49.0,32.8,35.7,28.8,91.6,46.7,76.3,male,12.98
ansur_04877,169.7,37.6,95.3,78.6,89.8,54.0,36.7,29.2,26.5,15.7,45.6,30.5,33.5,24.4,84.6,42.4,62.6,male,12.84
ansur_04878,177.3,41.4,112.3,100.0,101.2,62.1,41.7,36.5,32.3,17.7,52.4,34.3,37.1,27.6,94.6,48.5,88.7,male,24.85
ansur_04879,176.4,37.8,96.3,88.3,96.2,55.6,36.8,27.6,26.3,16.5,46.0,32.8,36.7,26.1,94.4,46.9,71.0,male,19.45
ansur_04880,171.6,42.5,107.9,102.1,104.8,66.3,39.0,36.1,32.6,17.6,53.5,35.1,34.8,24.5,89.0,45.6,88.7,male,26.48
ansur_04881,180.2,38.5,100.4,92.6,103.1,60.8,37.4,33.0,28.7,17.7,49.7,36.0,36.5,28.2,92.9,47.8,81.7,male,21.37
ansur_04882,170.7,38.5,105.2,81.1,96.9,60.2,39.5,35.4,28.4,17.1,52.0,31.7,38.3,28.2,92.1,46.2,78.2,male,14.09
ansur_04883,180.6,36.4,100.4,94.3,105.2,64.9,38.7,34.4,30.0,17.6,48.8,36.2,37.8,27.8,93.8,47.2,84.1,male,23.84
ansur_04884,171.2,35.2,86.9,74.5,87.1,48.9,30.9,25.8,25.6,15.8,41.8,29.8,35.6,25.0,90.5,45.6,54.9,male,10.99
ansur_04885,187.0,39.0,119.7,102.0,113.2,71.7,43.8,38.5,31.9,17.9,57.2,36.6,38.8,30.1,99.8,53.0,109.2,male,25.93
ansur_04886,177.2,37.5,90.0,77.5,89.6,51.5,35.2,29.6,28.1,16.6,46.0,31.3,36.6,27.3,93.5,46.4,66.3,male,10.6
ansur_04887,180.5,42.0,121.3,112.8,110.5,68.9,44.3,40.4,32.0,18.4,56.3,37.4,37.6,28.3,96.0,49.4,107.2,male,31.37
ansur_04888,182.0,42.0,123.7,109.4,114.2,71.3,42.7,44.0,36.4,18.5,59.8,38.9,37.3,29.0,98.4,49.6,114.7,male,29.28
ansur_04889,157.9,36.6,87.9,73.0,84.6,50.8,34.2,30.4,27.3,15.8,43.4,28.4,32.5,24.4,85.0,42.4,54.6,male,10.59
ansur_04890,167.8,42.2,117.2,97.6,100.1,62.0,38.8,37.8,31.4,17.3,54.0,33.0,36.0,23.8,87.7,43.2,85.9,male,24.43
ansur_04891,185.8,40.2,114.1,100.2,105.8,62.2,40.0,36.9,31.1,18.5,52.3,35.5,36.4,30.1,104.7,52.1,97.6,male,24.31
ansur_04892,177.3,39.2,105.4,88.3,102.4,64.4,40.5,37.0,32.2,17.5,49.4,35.1,37.4,25.8,95.0,47.9,87.0,male,18.24
ansur_04893,182.1,35.4,87.6,80.6,97.0,56.6,35.0,29.5,25.8,16.2,48.3,33.8,38.6,28.0,95.6,49.4,69.7,male,14.34
ansur_04894,184.6,42.7,106.0,99.7,107.9,63.2,40.8,34.5,31.0,17.9,52.5,37.3,38.9,28.5,94.8,48.8,94.2,male,22.59
ansur_04895,173.7,34.3,91.0,74.1,88.7,55.8,35.5,28.3,27.4,16.4,43.4,30.5,34.6,25.1,91.0,45.6,62.0,male,11.02
ansur_04896,173.7,43.0,113.1,102.9,104.3,64.8,43.9,37.9,32.2,18.0,52.8,36.0,33.4,26.8,89.8,44.9,94.0,male,26.29
ansur_04897,169.3,39.2,98.6,89.5,96.1,60.5,36.7,32.3,26.9,16.3,50.1,33.4,35.6,26.4,87.7,43.9,73.5,male,20.55
ansur_04898,178.2,38.7,102.9,94.4,100.3,59.9,38.3,33.8,29.8,17.3,50.0,34.5,36.4,25.2,91.9,46.2,80.9,male,22.8
ansur_04899,175.9,41.0,120.2,114.7,116.7,72.1,38.8,39.0,30.4,18.0,53.6,41.1,36.5,26.4,88.2,46.0,104.5,male,33.66
ansur_04900,173.2,42.8,121.7,113.9,114.5,72.9,42.6,41.8,33.2,18.0,60.4,38.0,35.4,25.0,88.9,45.0,106.9,male,32.78
ansur_04901,170.7,39.8,108.6,103.2,104.6,62.3,37.5,34.8,29.6,16.7,50.7,35.7,33.2,24.9,86.6,45.0,82.6,male,28.95
ansur_04902,175.1,37.6,96.7,77.1,94.8,56.0,35.2,33.8,30.2,17.6,47.2,33.6,37.4,27.0,95.4,47.1,71.3,male,10.5
ansur_04903,176.3,40.0,105.2,95.7,109.0,67.8,42.4,37.5,31.6,18.4,51.4,36.3,36.4,25.6,88.0,44.9,90.7,male,23.13
ansur_04904,180.4,38.3,105.8,93.8,106.4,63.6,39.4,37.0,31.6,17.7,51.7,35.6,35.9,26.5,90.9,47.1,87.6,male,22.29
ansur_04905,174.2,45.5,119.7,115.9,115.9,74.1,43.3,43.8,34.3,19.0,59.0,38.7,34.6,26.6,87.9,44.8,112.8,male,32.24
ansur_04906,182.3,41.3,123.7,115.3,113.1,70.9,40.1,35.0,31.6,18.2,57.3,37.3,38.6,26.0,94.0,49.4,106.3,male,32.72
ansur_04907,180.7,37.0,94.6,80.0,92.8,53.7,35.2,29.4,26.9,16.4,44.5,31.7,36.1,25.7,95.1,48.1,67.3,male,12.71
ansur_04908,177.5,41.5,117.7,101.3,98.5,59.0,38.8,35.0,30.8,17.1,52.2,33.8,38.7,27.1,94.8,49.0,89.3,male,25.57
ansur_04909,179.7,38.0,103.0,87.4,96.8,58.4,38.8,35.1,27.8,16.4,50.3,32.5,36.9,27.5,94.6,48.7,78.4,male,18.06
ansur_04910,173.1,38.3,97.0,87.1,93.7,56.4,35.9,32.3,27.5,16.4,47.9,31.6,36.3,26.1,89.5,45.7,71.7,male,18.74
ansur_04911,174.4,38.5,92.1,85.7,100.2,62.3,39.7,34.6,29.7,18.0,49.8,34.3,34.6,26.5,88.2,44.6,77.6,male,17.27
ansur_04912,167.3,40.4,101.7,82.8,98.2,62.1,38.3,37.0,30.9,17.4,49.0,33.1,34.0,24.3,86.0,43.4,74.9,male,14.53
ansur_04913,164.8,36.4,94.8,79.3,95.3,58.6,41.7,35.1,30.4,17.2,47.9,31.8,33.7,25.2,82.0,42.2,69.4,male,15.42
ansur_04914,186.8,37.5,98.8,77.2,95.6,56.2,38.7,35.1,31.2,18.7,51.7,32.8,39.9,29.6,96.0,48.6,80.1,male,8.72
ansur_04915,177.3,37.2,101.7,89.0,97.2,58.2,40.7,30.9,27.0,16.5,47.7,33.8,36.2,26.6,91.4,46.3,77.8,male,20.24
ansur_04916,192.3,38.0,106.6,89.3,102.3,64.8,41.3,35.7,31.1,17.5,52.8,33.7,39.6,28.8,102.2,52.6,92.4,male,17.41
ansur_04917,177.9,40.6,106.6,98.1,110.5,67.9,39.8,34.2,28.3,16.5,50.4,36.7,38.4,28.0,93.9,49.8,88.5,male,24.04
ansur_04918,181.1,39.3,97.7,84.0,97.6,57.3,38.1,31.8,28.0,16.3,48.0,33.7,38.9,26.0,96.2,49.5,75.7,male,14.09
ansur_04919,171.5,41.2,110.8,103.5,105.1,66.8,43.2,38.0,33.2,17.7,52.6,34.8,35.8,25.5,88.3,45.0,93.8,male,28.15
ansur_04920,174.7,41.3,112.7,113.3,109.6,67.3,35.9,35.3,29.3,16.7,52.8,36.6,36.2,28.2,93.4,46.9,92.4,male,32.99
ansur_04921,174.4,44.0,111.1,98.8,101.7,60.1,40.3,34.9,30.7,17.6,52.1,34.6,35.4,25.6,91.6,46.7,88.8,male,22.85
ansur_04922,178.3,37.3,94.0,82.5,93.7,54.6,35.2,27.2,26.2,16.9,45.7,33.0,36.9,27.5,93.3,48.4,66.1,male,14.98
ansur_04923,176.4,41.1,114.5,96.7,100.8,64.7,40.9,36.8,30.7,17.6,54.7,34.3,34.7,26.6,90.2,46.7,91.0,male,23.04
ansur_04924,170.1,40.2,109.1,98.2,97.8,56.9,37.4,31.2,29.8,16.8,49.8,32.6,36.5,26.9,89.8,47.4,80.9,male,25.73
ansur_04925,172.4,35.3,88.0,82.5,95.3,55.8,33.7,28.7,26.6,16.0,44.9,34.1,35.4,27.4,89.3,44.3,62.1,male,17.62
ansur_04926,176.5,40.1,103.8,87.9,99.6,59.5,37.6,32.5,29.5,16.8,51.7,33.3,36.4,25.9,93.8,48.4,79.6,male,17.38
ansur_04927,163.0,36.4,91.4,75.2,88.3,54.2,35.3,31.6,28.5,17.0,48.4,29.5,33.6,26.4,83.4,42.5,63.6,male,12.01
ansur_04928,171.3,36.5,89.2,71.9,88.4,51.4,35.2,29.2,27.2,16.3,47.9,30.2,36.7,27.9,94.3,46.6,60.8,male,7.07
ansur_04929,183.8,41.6,122.6,108.4,124.6,79.2,43.7,41.5,32.9,18.5,58.2,42.7,39.0,28.8,89.9,45.6,121.0,male,28.65
ansur_04930,170.4,40.2,115.2,95.9,99.1,61.7,38.4,39.3,33.6,18.0,54.1,33.5,33.5,25.3,90.7,44.1,85.5,male,24.16
ansur_04931,177.2,37.2,98.2,87.3,99.2,58.8,34.6,30.5,28.1,16.1,48.3,33.2,36.1,27.8,90.3,47.8,74.4,male,19.01
ansur_04932,184.6,41.8,125.9,108.3,109.9,69.2,41.7,40.5,33.6,19.1,59.2,36.4,39.5,29.4,97.6,49.9,111.4,male,28.35
ansur_04933,180.5,39.8,110.6,92.0,105.2,64.9,42.0,40.0,32.6,18.3,53.5,35.3,36.7,27.2,93.1,49.2,91.3,male,19.99
ansur_04934,180.5,46.0,115.9,105.2,108.8,67.4,44.0,39.6,35.0,19.4,55.7,35.9,38.5,27.3,95.0,50.1,107.4,male,24.69
ansur_04935,168.0,38.2,99.9,89.7,98.2,59.8,36.3,31.6,29.8,16.8,46.7,33.1,36.5,25.8,89.7,44.7,71.3,male,21.66
ansur_04936,183.9,40.2,101.1,92.6,103.2,62.1,42.9,33.9,29.3,17.9,50.1,35.0,40.4,29.5,97.0,48.3,90.2,male,19.56
ansur_04937,172.3,40.9,106.0,90.1,101.7,61.4,39.5,35.9,31.1,17.0,50.9,35.2,37.8,26.9,90.8,46.0,82.9,male,19.19
ansur_04938,180.0,39.7,105.7,93.6,103.7,64.2,37.4,38.1,31.3,17.0,50.9,36.0,35.9,26.7,96.3,48.0,86.9,male,21.27
ansur_04939,186.1,37.4,99.7,86.4,106.8,64.1,38.5,31.6,29.3,17.9,48.3,36.7,39.3,28.9,95.3,47.1,86.6,male,16.69
ansur_04940,172.4,39.0,107.3,85.9,96.7,58.9,38.5,37.5,32.0,16.5,50.4,32.8,35.6,26.0,87.9,44.1,77.2,male,17.38
ansur_04941,181.2,39.3,100.2,83.6,100.6,60.6,38.1,34.4,30.2,16.7,50.2,34.7,36.0,26.8,93.9,47.0,80.1,male,13.74
ansur_04942,166.4,40.7,99.4,88.6,96.8,61.2,35.5,33.8,30.6,17.2,48.9,32.4,34.0,26.0,87.4,44.4,72.5,male,19.25
ansur_04943,170.6,36.5,94.1,72.2,91.4,55.3,38.3,34.5,31.2,17.1,45.3,30.7,35.8,26.5,83.9,43.2,66.7,male,7.51
ansur_04944,168.7,37.1,94.2,82.0,93.8,58.7,37.2,31.2,27.7,15.4,45.8,32.3,36.3,25.5,84.8,42.2,68.0,male,16.42
ansur_04945,185.8,43.0,115.7,107.5,112.3,67.9,43.5,37.0,31.7,18.0,54.3,37.4,39.0,29.4,99.3,51.0,107.9,male,27.01
ansur_04946,162.9,37.6,99.1,100.3,103.9,63.8,36.9,34.4,28.7,15.3,50.0,35.2,32.6,24.1,84.7,43.6,74.5,male,29.95
ansur_04947,185.6,37.8,97.5,84.2,98.9,60.8,37.7,33.0,29.1,17.2,48.0,34.4,38.7,28.9,100.9,51.7,79.2,male,14.74
ansur_04948,175.7,44.8,116.7,106.2,112.6,71.2,43.1,40.3,33.4,19.0,56.3,36.0,37.0,27.0,93.5,46.9,105.2,male,26.87
ansur_04949,175.0,35.6,92.9,76.5,94.2,57.0,36.1,29.6,27.2,16.3,46.9,32.3,37.0,26.5,88.6,46.2,66.3,male,11.81
ansur_04950,173.5,40.2,112.6,101.1,109.6,64.4,40.4,38.2,32.9,17.7,51.9,36.6,36.0,28.4,87.4,43.7,90.5,male,26.95
ansur_04951,173.9,35.3,86.4,75.0,90.8,54.3,33.2,27.8,25.5,15.3,44.7,32.4,35.3,26.4,87.1,44.9,58.7,male,10.89
ansur_04952,163.4,39.6,97.2,89.9,96.1,57.1,35.4,32.5,27.8,17.0,47.4,32.3,34.4,24.6,84.3,41.6,68.7,male,21.63
ansur_04953,177.2,43.3,123.5,116.6,112.4,67.8,40.5,40.5,34.5,18.3,57.6,38.2,37.7,27.4,94.1,50.2,109.0,male,33.23
ansur_04954,160.0,34.7,89.0,74.4,88.9,54.4,33.8,30.1,26.5,15.6,43.4,30.1,31.9,24.8,82.8,42.0,57.6,male,13.43
ansur_04955,165.7,43.2,105.8,104.8,111.4,72.0,43.0,37.0,32.3,17.6,51.2,36.2,33.3,26.2,86.0,41.7,92.2,male,28.77
ansur_04956,189.8,38.2,98.3,91.3,96.5,56.2,38.2,32.0,28.9,17.3,49.9,33.7,39.8,28.4,98.2,50.6,81.5,male,19.1
ansur_04957,183.0,38.8,101.9,90.2,105.0,65.8,38.5,36.5,31.2,17.3,52.4,33.7,39.5,29.6,101.7,50.5,91.2,male,18.99
ansur_04958,171.2,42.0,108.4,97.3,103.4,63.6,38.2,37.8,31.8,17.1,50.9,34.8,35.1,26.2,88.0,44.1,85.0,male,23.75
ansur_04959,169.3,45.3,110.4,101.1,107.3,66.9,41.1,39.0,33.5,18.3,53.8,36.2,36.7,26.1,87.0,44.2,92.0,male,24.43
ansur_04960,191.0,48.4,127.9,132.8,129.3,81.2,45.9,44.3,37.0,21.6,59.7,44.3,39.6,29.2,99.3,51.4,144.2,male,36.21
ansur_04961,181.7,35.7,101.7,85.0,97.5,59.4,35.1,31.2,27.4,16.3,48.4,33.4,37.4,26.8,94.9,50.2,73.9,male,17.65
ansur_04962,179.0,45.2,117.5,108.9,109.2,69.1,45.1,37.3,32.5,18.0,57.0,36.3,38.0,26.3,91.2,47.8,106.2,male,27.68
ansur_04963,178.9,40.7,120.6,107.1,111.8,69.2,40.6,38.4,32.2,17.9,58.9,37.3,35.7,27.2,89.5,46.8,104.9,male,29.24
ansur_04964,172.8,36.0,95.3,82.5,95.2,53.3,35.8,28.0,27.5,16.1,48.2,34.4,37.1,26.2,91.8,46.2,66.0,male,16.99
ansur_04965,168.4,37.1,91.4,86.4,92.7,54.1,33.8,29.7,26.8,15.9,45.7,31.6,35.6,26.6,88.1,45.2,62.2,male,19.96
ansur_04966,186.1,43.6,110.1,100.3,108.4,67.6,42.7,40.4,35.7,18.4,52.0,33.4,37.3,30.7,96.8,49.5,102.2,male,22.15
ansur_04967,176.3,36.7,91.5,78.5,97.2,55.0,36.6,32.3,28.6,16.5,48.6,33.7,37.5,27.1,90.9,47.0,69.7,male,12.4
ansur_04968,195.2,39.0,103.4,89.0,103.5,61.6,41.2,34.9,31.5,18.6,54.2,35.7,40.3,29.1,101.8,52.9,93.9,male,16.0
ansur_04969,175.0,38.3,98.6,83.0,106.6,65.7,38.8,32.4,29.8,16.6,50.3,35.8,36.9,27.2,89.1,45.0,79.3,male,15.13
ansur_04970,176.3,37.9,108.8,101.7,105.3,64.8,40.9,33.2,28.8,17.8,49.2,34.3,36.2,28.1,89.6,47.0,89.9,male,28.2
ansur_04971,185.4,36.1,94.8,78.5,96.2,54.9,35.7,32.2,29.5,17.4,47.8,33.7,38.8,27.6,98.5,49.6,72.7,male,11.4
ansur_04972,166.9,38.5,96.3,79.1,94.2,57.2,36.5,33.2,29.2,17.4,47.2,31.8,35.9,25.4,84.2,42.0,69.0,male,12.98
ansur_04973,185.8,47.4,121.1,107.1,112.6,69.0,42.7,42.5,35.0,19.2,58.1,37.0,37.4,30.3,97.8,49.6,114.0,male,24.12
ansur_04974,178.6,45.0,116.2,102.8,106.2,66.5,39.9,37.2,33.5,17.6,52.8,35.7,37.4,26.8,94.3,47.3,99.5,male,24.11
ansur_04975,171.2,40.8,109.1,97.6,105.9,64.0,40.3,37.1,31.6,17.7,53.3,36.2,35.3,26.4,88.2,44.2,88.7,male,24.75
ansur_04976,175.2,39.2,106.9,96.0,104.6,63.7,42.3,35.0,31.6,17.9,50.5,35.2,36.9,26.6,90.9,46.1,89.4,male,24.05
ansur_04977,165.3,38.1,107.7,97.6,106.4,65.7,39.6,35.3,30.6,17.4,50.7,34.9,35.5,27.1,86.8,45.1,84.2,male,27.55
ansur_04978,168.7,39.2,100.6,90.0,104.3,64.3,39.7,35.3,30.8,17.0,51.2,33.8,34.8,23.7,83.9,43.2,80.4,male,21.03
ansur_04979,168.9,37.2,99.7,94.3,99.8,61.9,36.8,33.6,29.6,16.9,48.6,34.5,36.4,25.8,87.2,43.5,76.0,male,25.36
ansur_04980,167.4,41.0,109.0,104.6,108.4,69.0,41.3,36.0,30.5,16.8,56.2,35.5,35.3,25.1,85.6,42.8,91.3,male,29.66
ansur_04981,181.9,35.5,93.1,75.4,92.2,55.7,36.4,31.0,27.7,17.4,45.6,31.0,36.8,27.2,92.9,48.4,67.3,male,9.71
ansur_04982,178.8,41.3,103.7,90.5,102.3,64.4,36.0,35.4,31.2,17.5,49.1,32.9,36.6,26.6,93.6,47.6,85.7,male,18.06
ansur_04983,167.9,39.0,96.4,76.7,91.5,56.2,36.1,34.0,30.3,16.3,47.2,31.1,36.5,26.9,89.1,45.5,68.8,male,10.03
ansur_04984,176.3,38.2,108.7,96.4,103.6,63.8,39.9,36.3,30.7,17.4,51.8,34.2,36.9,27.0,91.5,46.1,88.5,male,24.77
ansur_04985,173.3,36.8,96.4,75.3,90.5,57.6,38.6,33.6,30.1,17.5,48.0,30.0,36.5,27.7,96.8,46.5,70.8,male,9.85
ansur_04986,170.3,40.5,101.1,81.7,96.5,57.4,35.9,37.5,31.1,17.7,48.7,32.5,35.5,23.5,85.1,44.1,74.3,male,12.92
ansur_04987,181.4,39.2,108.1,101.0,111.6,70.4,43.0,36.9,32.9,19.0,53.4,37.9,37.6,26.5,92.9,47.3,98.5,male,26.14
ansur_04988,182.5,41.0,109.5,100.5,106.2,63.9,38.2,34.8,30.5,16.2,51.3,36.1,38.6,30.1,95.4,49.0,90.2,male,24.54
ansur_04989,181.5,38.8,98.1,83.6,100.2,60.5,40.7,35.4,32.0,17.8,49.2,32.3,38.5,30.3,100.1,50.7,85.2,male,14.11
ansur_04990,177.8,39.2,102.0,88.2,105.2,62.8,40.2,35.3,32.2,18.2,50.9,34.7,35.1,26.7,90.8,46.8,85.1,male,18.08
ansur_04991,174.4,36.7,96.3,86.3,89.6,54.7,36.5,33.0,29.7,16.4,44.5,31.1,36.1,25.9,90.2,47.4,68.5,male,19.12
ansur_04992,178.1,44.8,120.5,115.1,113.2,70.1,42.5,39.0,33.0,18.3,53.9,38.1,37.3,26.8,92.8,47.9,106.5,male,31.51
ansur_04993,171.6,45.9,118.1,105.2,110.5,72.1,45.0,39.2,33.1,17.6,54.4,36.8,35.1,25.9,85.4,44.8,104.4,male,26.29
ansur_04994,176.6,44.4,114.9,98.2,104.7,63.7,42.9,36.8,33.6,18.7,53.3,34.4,36.9,27.0,92.4,46.7,96.8,male,21.78
ansur_04995,173.6,41.5,109.2,95.1,103.2,63.7,40.5,39.0,33.9,18.5,54.1,36.0,36.6,26.4,89.1,45.5,90.2,male,22.16
ansur_04996,181.0,39.7,115.7,93.5,107.3,62.6,42.1,36.6,32.2,17.8,55.3,37.0,38.6,27.4,93.9,48.4,93.8,male,21.03
ansur_04997,183.9,40.4,108.4,99.9,105.9,66.2,37.9,36.6,31.1,17.3,52.7,34.7,35.9,27.5,96.0,49.4,92.8,male,24.31
ansur_04998,166.8,39.6,108.4,97.4,107.7,65.6,41.9,35.7,30.2,17.2,55.9,36.5,34.4,24.9,82.9,42.9,87.3,male,26.19
ansur_04999,178.4,37.8,104.8,92.8,96.7,55.9,35.2,35.1,30.2,17.5,48.7,33.8,36.8,25.8,91.2,48.1,76.9,male,22.29
ansur_05000,175.7,39.0,108.3,91.5,106.2,68.0,39.2,39.5,31.2,18.2,51.6,35.6,37.7,27.9,95.3,48.4,89.2,male,21.02
ansur_05001,177.7,42.2,118.4,107.0,104.2,61.1,38.0,36.3,28.9,17.2,53.9,35.5,36.8,27.5,89.7,45.9,96.3,male,28.54
ansur_05002,174.9,40.0,111.5,99.4,107.5,67.0,41.8,43.1,34.5,17.7,53.4,34.6,35.8,26.6,93.7,48.1,94.7,male,25.77
ansur_05003,184.2,35.0,94.6,81.2,95.7,51.0,32.2,27.2,25.7,17.0,46.2,34.7,38.2,27.9,94.0,46.7,66.5,male,14.81
ansur_05004,178.2,37.8,98.0,82.2,95.0,56.5,38.4,33.1,31.3,17.7,47.7,32.5,36.9,27.2,93.7,47.3,75.4,male,14.33
ansur_05005,173.4,42.9,112.3,102.4,106.3,65.9,41.2,37.5,33.2,18.1,51.2,35.4,35.4,25.3,87.9,45.5,93.5,male,26.1
ansur_05006,189.7,39.3,112.1,96.4,102.2,63.3,38.4,37.0,32.5,18.8,55.3,35.3,38.1,29.0,97.0,50.1,95.0,male,21.83
ansur_05007,165.0,37.6,112.7,96.3,102.8,62.5,36.1,38.3,30.2,17.2,53.5,33.4,32.6,24.2,85.2,41.9,82.2,male,27.1
ansur_05008,176.0,43.3,116.7,102.0,113.8,72.0,43.5,41.6,35.4,19.4,57.5,38.2,37.6,27.5,90.4,44.9,105.2,male,25.14
ansur_05009,183.7,40.3,99.2,83.0,92.9,58.3,32.6,31.3,28.7,17.3,50.7,29.8,38.5,29.8,102.1,50.2,74.7,male,11.95
ansur_05010,171.8,38.4,104.2,88.3,100.7,65.7,40.5,37.8,31.5,17.5,51.8,32.8,37.3,27.7,93.1,46.6,84.5,male,19.81
ansur_05011,165.4,39.7,110.2,103.1,103.7,61.3,38.4,34.6,29.9,17.3,51.3,34.5,34.9,25.5,85.1,42.8,84.3,male,29.9
ansur_05012,183.4,40.7,110.6,104.8,108.3,67.3,40.0,32.1,30.2,17.7,48.5,36.5,38.9,28.9,97.2,51.2,92.5,male,27.17
ansur_05013,181.0,39.6,104.4,99.2,110.1,65.8,38.2,37.8,31.1,18.1,51.8,37.0,37.6,29.0,93.3,47.5,92.6,male,24.85
ansur_05014,172.2,38.8,96.7,90.4,95.1,57.7,38.7,30.6,29.0,17.7,47.7,33.2,35.5,25.3,89.6,45.5,75.0,male,20.99
ansur_05015,164.6,40.3,101.5,92.0,94.4,58.2,38.0,34.0,31.1,17.0,47.1,32.2,34.7,24.4,83.4,43.6,73.3,male,22.43
ansur_05016,172.8,38.4,105.7,99.2,103.8,59.8,37.4,33.5,30.5,17.2,50.9,34.7,34.5,25.6,88.8,46.1,81.5,male,27.01
ansur_05017,176.1,39.2,107.7,91.5,104.6,63.6,41.4,38.3,32.0,17.3,52.1,34.4,35.4,26.2,88.6,45.5,87.5,male,20.81
ansur_05018,178.0,36.4,96.6,93.0,98.8,59.9,36.7,34.0,28.3,16.2,49.7,33.8,36.6,29.0,96.8,46.5,77.0,male,23.43
ansur_05019,171.9,41.4,115.2,102.4,106.1,63.2,38.2,34.1,30.1,16.3,50.9,35.8,36.0,26.0,92.3,46.1,86.9,male,27.29
ansur_05020,183.0,40.4,98.3,86.1,100.5,62.6,40.0,37.6,31.8,18.6,49.1,33.1,36.7,27.4,91.9,47.0,85.0,male,14.6
ansur_05021,175.1,43.0,118.2,102.6,101.1,60.2,40.4,40.0,33.1,18.0,55.4,34.2,37.6,27.9,90.8,48.1,96.2,male,25.86
ansur_05022,175.8,41.3,102.9,88.4,98.5,57.9,41.6,33.7,30.2,17.8,51.9,35.3,36.6,26.6,91.0,48.1,81.1,male,16.95
ansur_05023,168.1,39.7,112.2,98.3,97.7,59.2,38.9,36.8,30.8,16.9,52.9,32.8,35.1,25.1,88.0,44.1,85.7,male,26.47
ansur_05024,180.5,38.7,104.2,95.7,104.9,62.4,39.8,36.7,31.7,18.0,50.0,35.7,38.7,27.9,89.6,48.2,87.9,male,23.27
ansur_05025,176.6,43.1,111.2,98.1,101.8,62.2,40.7,34.7,31.2,17.1,53.8,33.7,37.7,26.4,88.8,44.9,88.2,male,22.6
ansur_05026,174.0,36.7,92.8,82.6,95.3,57.2,37.0,30.6,27.2,17.2,48.8,31.3,35.4,25.1,92.0,45.6,71.2,male,16.3
ansur_05027,176.8,40.0,103.6,92.5,101.7,61.4,39.8,35.0,30.7,17.5,47.8,33.9,35.1,27.2,92.6,45.9,83.2,male,20.83
ansur_05028,170.3,39.4,100.6,86.3,96.6,59.4,38.2,34.6,30.0,16.5,48.7,32.1,34.4,24.0,85.9,43.3,74.2,male,17.76
ansur_05029,184.5,38.3,104.3,85.0,99.5,60.0,38.8,37.5,30.8,17.3,52.2,34.9,38.6,27.6,93.4,48.8,83.3,male,15.16
ansur_05030,185.3,44.2,119.5,107.2,111.1,69.4,42.8,42.7,34.5,17.2,54.9,37.0,38.3,27.5,99.2,49.0,115.1,male,26.21
ansur_05031,175.6,37.0,107.2,87.8,103.0,62.6,38.7,33.6,28.5,16.3,50.0,34.7,35.0,26.3,86.4,45.4,79.2,male,19.81
ansur_05032,185.8,39.5,99.2,91.5,104.4,63.6,40.4,35.3,29.4,17.5,48.6,36.0,39.3,26.7,95.8,48.6,86.2,male,18.96
ansur_05033,176.3,37.5,103.8,81.2,97.2,59.5,38.3,34.0,29.6,16.4,49.5,34.5,35.9,26.4,89.7,44.2,75.3,male,14.06
ansur_05034,175.8,38.5,99.8,93.3,103.8,64.3,38.4,33.7,29.5,17.0,49.6,35.2,37.4,27.4,90.1,46.1,82.3,male,22.6
ansur_05035,176.8,38.0,101.7,84.7,103.4,62.3,40.5,36.7,30.2,17.1,50.9,34.9,36.3,26.4,88.6,46.6,83.7,male,16.46
