char_id,gender,morph_key,morph_id,morph_value,height_cm,shoulder_width_cm,hip_width_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,neck_circ_cm,bicep_circ_cm,forearm_circ_cm,mid_thigh_circ_cm,calf_circ_cm,upper_arm_length_cm,forearm_length_cm,upper_leg_length_cm,lower_leg_length_cm
sens_musc_chest_c_07_m,male,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.7,179.01,46.89,32.72,89.2,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_scale_07_m,male,forearm_scale,cc embed morphs/embed_arm2,0.4,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,22.84,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_a_07_f,female,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.7,178.8,47.1,32.76,88.53,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_len_07_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.4,188.52,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.56,28.68,26.43,24.68,46.12,56.33
sens_chest_height_09_m,male,chest_height,cc embed morphs/embed_torso112,0.8,182.96,46.88,32.72,87.33,75.41,86.45,31.21,25.64,20.57,49.61,28.75,26.43,24.69,45.94,47.15
sens_skin_shoulder_10_m,male,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,1.0,179.01,47.05,32.72,87.02,75.42,86.45,31.1,25.21,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_scale_01_m,male,forearm_scale,cc embed morphs/embed_arm2,-0.8,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,16.08,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_builder_04_f,female,body_builder,cc embed morphs/embed_full_body1,0.4,178.68,47.3,33.93,97.02,78.52,90.99,33.31,30.78,22.8,55.43,31.7,26.74,25.04,45.84,46.93
sens_skin_buttocks_01_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.1,179.01,46.89,32.68,87.02,75.34,86.14,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abdomen_scale_07_f,female,abdomen_scale,cc embed morphs/embed_torso113,0.4,178.8,47.1,32.93,87.1,78.87,87.45,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_scale_10_m,male,lower_leg_scale,cc embed morphs/embed_leg2,1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,35.9,26.43,24.68,45.94,47.15
sens_musc_calf_08_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.8,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,30.69,26.43,24.68,45.94,47.15
sens_lower_leg_scale_00_f,female,lower_leg_scale,cc embed morphs/embed_leg2,-1.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,21.75,26.43,24.7,46.0,47.15
sens_chest_width_06_m,male,chest_width,cc embed morphs/embed_torso105,0.4,179.06,48.32,32.72,90.77,75.42,86.45,31.14,25.62,20.57,49.61,28.75,26.24,24.68,45.94,47.15
sens_musc_neck_05_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.5,178.8,47.1,32.76,87.1,75.46,86.52,31.06,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_shoulder_scale_08_f,female,shoulder_scale,cc embed morphs/embed_arm101,0.7,178.8,46.94,32.76,87.25,75.46,86.52,30.99,27.83,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_ribcage_10_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,1.0,178.8,47.1,32.76,87.16,72.7,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_08_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.6,179.01,46.89,32.72,87.02,76.34,86.54,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_scale_06_m,male,upperarm_scale,cc embed morphs/embed_arm3,0.2,179.01,47.02,32.72,87.04,75.41,86.45,31.14,27.32,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_spine_02_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.2,178.8,47.1,32.76,87.13,75.43,86.5,30.94,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_height_02_f,female,pectoral_height,cc embed morphs/embed_torso115,0.2,178.8,47.1,32.76,87.27,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_shoulder_scale_04_f,female,shoulder_scale,cc embed morphs/embed_arm101,0.1,178.8,47.01,32.76,87.12,75.46,86.52,30.99,26.03,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_scale_07_f,female,chest_scale,cc embed morphs/embed_torso104,0.55,182.58,49.09,32.76,97.82,75.45,86.52,31.31,25.69,20.66,49.76,28.89,26.2,24.7,46.0,47.15
sens_abdomen_depth_03_f,female,abdomen_depth,cc embed morphs/embed_torso111,-0.4,178.8,47.1,32.76,87.1,74.99,86.47,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_len_01_f,female,hip_len,cc embed morphs/embed_torso4,-0.8,177.52,47.1,32.76,87.16,75.37,86.45,30.95,25.74,20.68,49.66,28.89,26.43,24.7,45.86,47.15
sens_skin_ribcage_10_m,male,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,1.0,179.01,46.89,32.72,87.08,72.68,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abs_line_04_f,female,abs_line,cc embed morphs/embed_torso106,0.4,178.8,47.1,32.76,87.1,75.47,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_b_09_m,male,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.9,179.01,46.89,32.72,89.76,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_shoulder_08_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.8,178.8,47.07,32.76,87.1,75.46,86.52,30.99,26.07,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_abs_03_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.3,179.01,46.89,32.72,87.02,75.45,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_08_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.8,179.01,46.89,30.86,87.02,74.1,84.32,31.14,25.64,20.57,44.16,28.75,26.43,24.68,45.94,47.15
sens_breast_prox_09_f,female,breast_prox,cc embed morphs/embed_torso101,0.9,178.8,47.1,32.76,88.4,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_calf_09_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.9,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,31.1,26.43,24.7,46.0,47.15
sens_upperarm_len_00_m,male,upperarm_len,cc embed morphs/embed_arm4,-1.0,179.01,46.77,32.72,87.01,75.41,86.45,31.14,25.64,20.47,49.61,28.75,14.22,24.42,45.94,47.15
sens_musc_calf_06_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.6,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,30.3,26.43,24.7,46.0,47.15
sens_body_builder_05_f,female,body_builder,cc embed morphs/embed_full_body1,0.5,178.6,47.4,34.25,99.58,79.32,92.16,33.93,32.11,23.35,56.91,32.44,26.81,25.13,45.8,46.88
sens_thigh_scale_05_m,male,thigh_scale,cc embed morphs/embed_leg3,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abdomen_scale_07_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.4,179.01,46.89,32.89,87.02,78.8,87.38,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_breast_scale_05_m,male,breast_scale,cc embed morphs/embed_torso102,0.5,179.01,46.89,32.72,97.58,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_depth_07_f,female,chest_depth,cc embed morphs/embed_torso103,0.55,178.8,47.1,32.76,93.01,75.68,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_arm_09_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.9,179.01,46.81,32.72,87.08,75.42,86.45,31.14,29.48,22.08,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_scale_08_m,male,neck_scale,cc embed morphs/embed_torso110,0.8,179.02,46.89,32.72,87.02,75.41,86.45,34.44,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_obliques_02_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.2,179.01,46.89,32.72,87.02,75.45,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_pectoral_scale_03_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.3,179.02,47.01,32.72,88.06,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_shoulder_scale_03_m,male,shoulder_scale,cc embed morphs/embed_arm101,-0.05,179.01,47.01,32.72,87.01,75.41,86.45,31.14,25.5,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_b_08_f,female,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.8,178.8,47.1,32.76,89.48,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_04_f,female,neck_scale,cc embed morphs/embed_torso110,0.4,178.8,47.1,32.76,87.1,75.46,86.52,32.65,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_back_06_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.6,178.8,47.1,32.76,86.4,73.43,86.46,30.97,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_love_handles_04_f,female,hip_love_handles,cc embed morphs/embed_torso107,0.4,178.8,47.1,32.76,87.1,76.64,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_back_03_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.3,179.01,46.89,32.72,87.91,75.48,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_scale_06_f,female,hip_scale,cc embed morphs/embed_torso2,0.48,178.81,47.1,36.24,87.1,78.77,94.07,30.96,25.73,20.67,53.12,28.89,26.43,24.7,46.08,47.15
sens_skin_calf_05_f,female,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.5,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,26.37,26.43,24.7,46.0,47.15
sens_pectoral_scale_03_f,female,pectoral_scale,cc embed morphs/embed_torso114,0.3,178.8,47.01,32.76,88.13,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_scale_07_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.7,179.02,46.89,32.72,89.55,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_abs_04_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.4,179.01,46.89,32.72,87.02,75.47,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_05_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.5,178.8,47.1,32.76,87.1,74.63,86.38,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_09_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.9,179.01,47.05,32.72,87.0,75.42,86.45,31.14,22.64,16.48,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_buttocks_08_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.8,179.01,46.89,32.39,87.02,74.84,84.27,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_thin_10_f,female,body_thin,cc embed morphs/embed_full_body5,1.0,178.58,46.49,30.61,79.13,68.42,77.84,28.92,20.29,16.44,40.84,24.63,26.68,24.6,45.76,47.18
sens_hip_len_09_m,male,hip_len,cc embed morphs/embed_torso4,0.8,180.29,46.89,32.46,86.96,75.51,86.52,31.18,25.64,20.55,49.71,28.75,26.43,24.68,46.07,47.15
sens_musc_neck_06_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.6,178.8,47.1,32.76,87.1,75.46,86.52,31.09,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_07_f,female,body_thin,cc embed morphs/embed_full_body5,0.7,178.65,46.68,31.21,81.45,70.45,80.22,29.53,21.83,17.65,43.42,25.86,26.61,24.63,45.83,47.17
sens_musc_obliques_03_f,female,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.3,178.8,47.1,32.76,87.1,75.51,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_shoulder_08_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.8,179.01,47.05,32.72,87.02,75.42,86.45,31.14,25.98,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_ribcage_03_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.3,178.8,47.1,32.76,87.08,74.53,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_shoulder_scale_03_f,female,shoulder_scale,cc embed morphs/embed_arm101,-0.05,178.8,47.02,32.76,87.08,75.46,86.52,30.99,25.58,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_waist_08_f,female,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.8,178.8,47.1,32.76,87.1,75.89,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_depth_06_f,female,chest_depth,cc embed morphs/embed_torso103,0.4,178.8,47.1,32.76,91.38,75.62,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_07_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.4,179.01,46.89,32.72,87.02,76.0,86.51,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_height_00_f,female,chest_height,cc embed morphs/embed_torso112,-1.0,173.87,47.1,32.76,86.78,75.47,86.52,30.93,25.73,20.66,49.76,28.89,26.43,24.69,46.0,47.15
sens_pectoral_scale_10_f,female,pectoral_scale,cc embed morphs/embed_torso114,1.0,178.8,46.89,32.76,90.85,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_scale_01_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.8,179.02,46.89,30.57,86.93,74.61,80.58,31.17,25.63,20.54,43.41,28.8,26.43,24.68,45.74,47.15
sens_hip_len_10_f,female,hip_len,cc embed morphs/embed_torso4,1.0,180.4,47.1,32.5,87.02,75.59,86.61,31.04,25.72,20.64,49.89,28.89,26.43,24.7,46.16,47.15
sens_body_muscular_05_f,female,body_muscular,cc embed morphs/embed_full_body6,0.5,178.8,47.05,33.71,93.79,77.23,88.39,32.77,28.2,21.17,53.12,31.08,26.43,24.7,46.0,47.15
sens_body_fat_02_m,male,body_fat,cc embed morphs/embed_full_body3,0.2,179.07,47.08,37.55,97.66,93.02,103.46,35.76,29.97,23.09,58.37,32.72,26.43,24.68,45.94,47.15
sens_body_fat_02_f,female,body_fat,cc embed morphs/embed_full_body3,0.2,178.85,47.09,37.6,97.74,93.15,103.61,35.62,30.09,23.21,58.57,32.88,26.43,24.7,46.0,47.15
sens_pectoral_scale_02_f,female,pectoral_scale,cc embed morphs/embed_torso114,0.2,178.8,46.95,32.76,87.78,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_obliques_10_f,female,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,1.0,178.8,47.1,32.76,87.1,75.81,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_thigh_04_f,female,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.4,178.8,47.1,33.43,87.1,75.49,87.75,30.99,25.73,20.66,51.38,28.89,26.43,24.7,46.0,47.15
sens_musc_back_02_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.2,178.8,47.1,32.76,87.63,75.49,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_scale_06_f,female,breast_scale,cc embed morphs/embed_torso102,0.6,178.8,47.1,32.76,100.24,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_03_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.4,178.8,46.92,32.76,87.09,75.46,86.52,30.99,25.73,20.62,49.76,28.89,21.55,24.59,46.0,47.15
sens_body_fat_00_f,female,body_fat,cc embed morphs/embed_full_body3,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abs_line_00_m,male,abs_line,cc embed morphs/embed_torso106,0.0,179.01,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_scale_02_m,male,forearm_scale,cc embed morphs/embed_arm2,-0.6,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,17.19,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_01_m,male,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.1,179.01,46.89,32.72,87.02,75.22,86.41,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_10_m,male,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,1.0,179.01,46.89,32.72,87.02,74.29,86.3,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_chest_00_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_shoulder_01_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.1,178.8,46.99,32.76,87.1,75.46,86.52,30.99,25.77,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_arm_02_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.2,179.01,46.93,32.72,87.04,75.42,86.45,31.14,26.45,20.88,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_back_07_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.7,178.8,47.1,32.76,89.9,75.88,86.52,31.0,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_00_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_height_01_m,male,chest_height,cc embed morphs/embed_torso112,-0.8,175.07,46.99,32.72,86.76,75.42,86.45,31.07,25.64,20.56,49.61,28.75,26.43,24.67,45.94,47.15
sens_hip_scale_10_m,male,hip_scale,cc embed morphs/embed_torso2,1.0,179.01,46.89,39.79,87.03,82.08,102.33,31.08,25.65,20.59,56.61,28.75,26.43,24.68,46.11,47.15
sens_musc_calf_04_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.4,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,29.81,26.43,24.7,46.0,47.15
sens_skin_shoulder_07_f,female,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.7,178.8,47.01,32.76,87.1,75.46,86.52,30.97,25.43,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_04_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.2,179.01,46.94,32.72,87.02,75.41,86.45,31.14,25.64,20.55,49.61,28.75,23.99,24.63,45.94,47.15
sens_upperarm_len_08_f,female,upperarm_len,cc embed morphs/embed_arm4,0.6,178.8,47.22,32.76,87.1,75.46,86.52,30.99,25.73,20.71,49.76,28.89,33.76,24.85,46.0,47.15
sens_chest_width_08_m,male,chest_width,cc embed morphs/embed_torso105,0.7,179.06,49.29,32.72,93.6,75.42,86.45,31.14,25.61,20.57,49.61,28.75,26.09,24.68,45.94,47.15
sens_chest_scale_03_m,male,chest_scale,cc embed morphs/embed_torso104,-0.05,178.66,46.76,32.72,86.08,75.42,86.45,31.1,25.64,20.57,49.61,28.75,26.45,24.68,45.94,47.15
sens_skin_neck_00_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_05_m,male,neck_scale,cc embed morphs/embed_torso110,0.5,179.02,46.89,32.72,87.02,75.41,86.45,33.2,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_scale_09_f,female,hip_scale,cc embed morphs/embed_torso2,0.87,178.8,47.1,39.12,87.1,81.3,100.3,30.94,25.74,20.68,55.85,28.89,26.43,24.7,46.14,47.15
sens_musc_shoulder_01_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.1,179.01,46.99,32.72,87.02,75.42,86.45,31.14,25.68,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_shoulder_scale_05_m,male,shoulder_scale,cc embed morphs/embed_arm101,0.25,179.01,47.0,32.72,87.08,75.41,86.45,31.14,26.38,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_pectoral_scale_07_f,female,pectoral_scale,cc embed morphs/embed_torso114,0.7,178.8,46.89,32.76,89.63,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_10_m,male,abdomen_depth,cc embed morphs/embed_torso111,1.0,179.01,46.89,32.72,87.02,77.08,86.62,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_b_01_m,male,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.1,179.01,46.89,32.72,87.25,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_arm_03_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.3,179.01,47.06,32.72,87.02,75.42,86.45,31.14,24.59,19.18,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_len_02_m,male,hip_len,cc embed morphs/embed_torso4,-0.6,178.05,46.89,32.72,87.07,75.35,86.4,31.11,25.65,20.58,49.53,28.75,26.43,24.68,45.84,47.15
sens_musc_shoulder_06_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.6,179.01,46.92,32.72,87.02,75.42,86.45,31.14,25.89,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_fat_08_f,female,body_fat,cc embed morphs/embed_full_body3,0.8,179.02,47.02,38.62,129.89,148.12,157.86,51.5,43.56,30.95,86.87,45.41,26.43,24.7,46.0,47.15
sens_chest_depth_03_m,male,chest_depth,cc embed morphs/embed_torso103,-0.05,179.01,46.89,32.72,86.5,75.4,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_len_05_m,male,forearm_len,cc embed morphs/embed_arm5,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_len_10_m,male,hip_len,cc embed morphs/embed_torso4,1.0,180.61,46.89,32.46,86.95,75.54,86.54,31.19,25.63,20.55,49.74,28.75,26.43,24.68,46.11,47.15
sens_musc_thigh_05_f,female,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.5,178.8,47.1,33.61,87.1,75.5,88.06,30.99,25.73,20.66,51.8,28.89,26.43,24.7,46.0,47.15
sens_skin_thigh_00_f,female,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_back_02_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.2,178.8,47.1,32.76,86.78,74.76,86.5,30.98,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_03_f,female,glute_scale,cc embed morphs/embed_torso1,-0.4,178.8,47.1,32.49,87.1,75.05,84.74,30.99,25.73,20.66,49.63,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_02_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.6,179.01,46.83,32.72,87.01,75.41,86.45,31.14,25.64,20.51,49.61,28.75,19.1,24.53,45.94,47.15
sens_breast_prox_07_f,female,breast_prox,cc embed morphs/embed_torso101,0.7,178.8,47.1,32.76,87.82,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_height_04_f,female,chest_height,cc embed morphs/embed_torso112,-0.2,177.81,47.1,32.76,87.02,75.46,86.52,30.97,25.73,20.66,49.76,28.89,26.43,24.69,46.0,47.15
sens_forearm_len_01_m,male,forearm_len,cc embed morphs/embed_arm5,-0.8,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.69,20.33,49.61,28.75,25.95,15.28,45.94,47.15
sens_glute_scale_09_f,female,glute_scale,cc embed morphs/embed_torso1,0.8,178.8,47.1,33.43,87.1,76.62,91.11,30.99,25.73,20.66,50.04,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_07_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.7,179.01,47.0,32.72,87.01,75.42,86.45,31.14,23.27,17.37,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_len_09_f,female,hip_len,cc embed morphs/embed_torso4,0.8,180.08,47.1,32.5,87.03,75.56,86.6,31.03,25.72,20.64,49.86,28.89,26.43,24.7,46.13,47.15
sens_musc_arm_10_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,1.0,179.01,46.82,32.72,87.09,75.42,86.45,31.14,29.93,22.26,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_chest_05_f,female,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.5,178.8,47.1,32.76,86.41,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_b_04_m,male,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.4,179.01,46.89,32.72,88.05,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_neck_01_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.1,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
