char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,somatotype
char_26859,male,21,athletic_hyper,0.0793,0.8113,0.4524,0.2356,0.5133,0.4565,0.348,0.5356,0.3488,0.3548,,push_dominant,0.4146,0.5782,v_shape
char_26860,male,37,athletic_hyper,0.067,0.7014,0.4495,0.3324,0.6295,0.4364,0.5323,0.4743,0.3295,0.4555,,balanced,0.7063,0.6872,rectangle
char_26861,male,37,athletic_lean,0.0756,0.5288,0.4057,0.6704,0.3704,0.5861,0.3743,0.3923,0.6015,0.5067,,balanced,0.4509,0.5992,rectangle
char_26862,male,37,overweight,0.5124,0.2548,0.4127,0.4463,0.3579,0.6154,0.3991,0.4608,0.3154,0.5383,,balanced,0.4527,0.5259,rectangle
char_26863,male,39,athletic_hyper,0.0965,0.7562,0.3842,0.6829,0.6377,0.4386,0.5046,0.5057,0.3829,0.5832,,lower_dominant,0.7293,0.3712,rectangle
char_26864,male,24,overweight,0.5494,0.3028,0.3114,0.6571,0.4163,0.5016,0.4927,0.7163,0.5827,0.7151,,balanced,0.7931,0.2717,pear
char_26865,male,21,underweight,0.0728,0.0822,0.4343,0.6112,0.3112,0.4313,0.4055,0.5453,0.5014,0.6045,,balanced,0.3023,0.3433,v_shape
char_26866,male,36,overweight,0.5084,0.1836,0.4487,0.4572,0.294,0.4201,0.3598,0.5373,0.4152,0.2373,,balanced,0.7403,0.5797,pear
char_26867,male,29,normal,0.1694,0.1625,0.305,0.4685,0.3295,0.6257,0.3269,0.3257,0.3573,0.3374,,balanced,0.6395,0.3941,pear
char_26868,male,32,athletic_lean,0.0796,0.6277,0.39,0.4125,0.3829,0.5138,0.4912,0.2481,0.3484,0.2138,,pull_dominant,0.8701,0.5326,pear
char_26869,male,24,athletic_lean,0.1151,0.5636,0.4418,0.7513,0.5344,0.4513,0.7452,0.5252,0.6681,0.6896,,upper_dominant,0.7157,0.531,pear
char_26870,male,34,overweight,0.4453,0.297,0.4577,0.5982,0.4137,0.2982,0.4965,0.4126,0.3667,0.4158,,balanced,0.5127,0.6792,rectangle
char_26871,male,23,normal,0.2114,0.1742,0.4781,0.4472,0.5264,0.6476,0.3476,0.4248,0.5786,0.4997,,balanced,0.7421,0.8043,pear
char_26872,male,34,athletic_hyper,0.1158,0.7882,0.3003,0.3963,0.5952,0.6695,0.6146,0.385,0.685,0.4317,,push_dominant,0.2636,0.83,v_shape
char_26873,male,26,underweight,0.1265,0.1089,0.4313,0.5311,0.6437,0.4242,0.4331,0.5476,0.6575,0.3575,,balanced,0.637,0.3407,pear
char_26874,male,29,overweight,0.525,0.3164,0.3459,0.6318,0.6011,0.6274,0.7462,0.4462,0.6126,0.4568,,balanced,0.7112,0.2971,pear
char_26875,male,19,overweight,0.5409,0.2411,0.393,0.646,0.65,0.5965,0.4795,0.4948,0.35,0.6427,,balanced,0.7851,0.5616,pear
char_26876,male,17,overweight,0.4705,0.2679,0.368,0.5374,0.3739,0.6739,0.4011,0.5423,0.4625,0.5545,,balanced,0.7596,0.4362,pear
char_26877,male,26,normal,0.2157,0.1626,0.329,0.543,0.587,0.4262,0.6207,0.3207,0.4996,0.5316,,balanced,0.5206,0.3964,rectangle
char_26878,male,24,normal,0.3305,0.181,0.5025,0.5106,0.4139,0.7139,0.4646,0.4529,0.4503,0.6889,,balanced,0.8281,0.6258,pear
char_26879,male,40,athletic_lean,0.1113,0.502,0.4875,0.4465,0.1579,0.2129,0.3433,0.2983,0.2913,0.1465,,balanced,0.3449,0.2866,v_shape
char_26880,male,38,athletic_lean,0.1391,0.5306,0.4097,0.8304,0.6261,0.8,0.7889,0.6765,0.8017,0.5304,,push_dominant,0.7254,0.4153,pear
char_26881,male,37,obese,0.9188,0.2723,0.4168,0.5966,0.5874,0.5524,0.6419,0.3698,0.3419,0.5082,,balanced,0.4518,0.3452,apple
char_26882,male,38,normal,0.2922,0.25,0.4999,0.7591,0.8404,0.7443,0.5404,0.5513,0.7527,0.6175,,balanced,0.6446,0.5977,pear
char_26883,male,20,obese,0.7951,0.1941,0.3971,0.5665,0.5387,0.3631,0.5168,0.3814,0.3875,0.6631,,balanced,0.4918,0.3865,apple
char_26884,male,38,overweight,0.4724,0.2315,0.4614,0.5945,0.5936,0.4391,0.5484,0.4411,0.4197,0.7197,,balanced,0.5637,0.6209,rectangle
char_26885,male,29,athletic_lean,0.1077,0.5542,0.4095,0.3914,0.5544,0.4269,0.4983,0.4362,0.6883,0.6914,,balanced,0.5196,0.2561,rectangle
char_26886,male,36,obese,0.687,0.1779,0.5233,0.304,0.5599,0.604,0.5386,0.5668,0.4324,0.3672,,balanced,0.4919,0.4547,apple
char_26887,male,23,normal,0.2083,0.2595,0.4315,0.3939,0.2674,0.4881,0.1881,0.272,0.3163,0.4368,,balanced,0.7553,0.6143,pear
char_26888,male,28,normal,0.2519,0.1434,0.3958,0.4688,0.6532,0.6324,0.6072,0.4407,0.6307,0.3532,,balanced,0.8729,0.6818,pear
char_26889,male,24,overweight,0.4383,0.2717,0.459,0.2957,0.5957,0.4446,0.3307,0.4208,0.3601,0.3736,,balanced,0.5752,0.4266,rectangle
char_26890,male,24,athletic_lean,0.1023,0.5072,0.3868,0.5183,0.3149,0.2804,0.2607,0.3292,0.5607,0.4329,,lower_dominant,0.6899,0.7436,pear
char_26891,male,24,overweight,0.4471,0.1913,0.3798,0.5701,0.4153,0.4737,0.5476,0.6577,0.3701,0.3577,,balanced,0.607,0.2783,pear
char_26892,male,38,athletic_lean,0.1176,0.486,0.3515,0.6535,0.3535,0.4774,0.4966,0.4962,0.521,0.463,,balanced,0.6093,0.4708,pear
char_26893,male,19,overweight,0.3822,0.2606,0.386,0.5903,0.6952,0.582,0.4777,0.5467,0.3952,0.6202,,balanced,0.4754,0.6208,rectangle
char_26894,male,24,normal,0.2462,0.2563,0.4874,0.5654,0.3938,0.6445,0.4702,0.604,0.3597,0.3445,,balanced,0.3261,0.2807,v_shape
char_26895,male,34,normal,0.2353,0.1782,0.4704,0.3798,0.5726,0.5255,0.5154,0.6798,0.6038,0.4828,,balanced,0.5654,0.7774,rectangle
char_26896,male,29,athletic_lean,0.1024,0.4809,0.557,0.5999,0.613,0.4738,0.3489,0.414,0.6489,0.3648,,upper_dominant,0.4587,0.3957,rectangle
char_26897,male,24,athletic_lean,0.1065,0.4979,0.4614,0.5762,0.6945,0.6164,0.4127,0.4101,0.3945,0.5029,,upper_dominant,0.2928,0.4517,v_shape
char_26898,male,25,athletic_hyper,0.1097,0.8719,0.3583,0.5831,0.6696,0.4101,0.62,0.4731,0.4084,0.3696,,upper_dominant,0.419,0.4969,v_shape
char_26899,male,19,overweight,0.388,0.2581,0.4244,0.6882,0.4412,0.3882,0.6329,0.4826,0.4629,0.5777,,balanced,0.581,0.522,pear
char_26900,male,34,underweight,0.1008,0.0988,0.3933,0.4832,0.2101,0.331,0.2517,0.5101,0.2634,0.4706,,balanced,0.618,0.8458,pear
char_26901,male,24,underweight,0.0306,0.035,0.4942,0.4028,0.4117,0.288,0.2129,0.5129,0.4051,0.2525,,balanced,0.5854,0.5308,pear
char_26902,male,18,obese,0.8892,0.3004,0.4307,0.6058,0.4849,0.3561,0.3408,0.3122,0.3341,0.6122,,balanced,0.4309,0.2772,apple
char_26903,male,18,underweight,0.0702,0.0967,0.5014,0.4033,0.4437,0.7033,0.6386,0.6799,0.5739,0.5994,,balanced,0.5255,0.4868,rectangle
char_26904,male,28,overweight,0.4136,0.2294,0.3553,0.5918,0.5999,0.4586,0.4867,0.3308,0.2999,0.4691,,balanced,0.3284,0.4154,rectangle
char_26905,male,23,obese,0.7589,0.1953,0.4535,0.6149,0.7447,0.7409,0.667,0.6528,0.4447,0.625,,balanced,0.61,0.674,apple
char_26906,male,36,athletic_hyper,0.1466,0.8547,0.5546,0.3525,0.5689,0.3252,0.5308,0.301,0.601,0.3568,,upper_dominant,0.5844,0.4764,rectangle
char_26907,male,26,athletic_hyper,0.1126,0.9457,0.5798,0.6266,0.4668,0.4839,0.4574,0.5485,0.4744,0.3266,,balanced,0.4172,0.8095,v_shape
char_26908,male,24,overweight,0.4395,0.2954,0.4685,0.5001,0.6775,0.8001,0.6682,0.5118,0.5636,0.7271,,balanced,0.733,0.3655,pear
char_26909,male,38,underweight,0.0657,0.0718,0.3546,0.5479,0.4571,0.3229,0.6229,0.5227,0.4608,0.3306,,balanced,0.675,0.8372,pear
char_26910,male,21,athletic_hyper,0.064,0.8814,0.3775,0.5351,0.4363,0.4825,0.2776,0.2615,0.5615,0.3675,,pull_dominant,0.5733,0.6363,rectangle
char_26911,male,17,normal,0.2449,0.1759,0.5477,0.3713,0.5946,0.5912,0.6713,0.5489,0.3754,0.6311,,balanced,0.393,0.7305,v_shape
char_26912,male,31,normal,0.3158,0.1267,0.5492,0.6286,0.3911,0.6321,0.4243,0.6636,0.6134,0.3636,,balanced,0.4757,0.6314,rectangle
char_26913,male,32,normal,0.1931,0.193,0.4952,0.5981,0.36,0.579,0.6577,0.6539,0.3577,0.3742,,balanced,0.3085,0.78,v_shape
char_26914,male,26,normal,0.2931,0.265,0.4945,0.548,0.546,0.3052,0.3218,0.6052,0.5026,0.3859,,balanced,0.4934,0.7615,rectangle
char_26915,male,30,obese,0.788,0.281,0.4483,0.567,0.4337,0.539,0.3767,0.2964,0.5964,0.5461,,balanced,0.6141,0.3529,apple
char_26916,male,39,underweight,0.1248,0.0541,0.5808,0.3427,0.6038,0.3636,0.3038,0.4237,0.5093,0.4347,,balanced,0.555,0.4962,rectangle
char_26917,male,18,normal,0.3188,0.2505,0.471,0.2059,0.5059,0.272,0.2443,0.4177,0.2994,0.3285,,balanced,0.7396,0.3773,pear
char_26918,male,20,athletic_hyper,0.1165,0.7035,0.397,0.53,0.615,0.6924,0.434,0.734,0.5386,0.6424,,pull_dominant,0.5561,0.5449,rectangle
char_26919,male,19,underweight,0.0798,0.156,0.3542,0.4162,0.5783,0.3676,0.3472,0.2934,0.4298,0.5934,,balanced,0.3658,0.5927,v_shape
char_26920,male,22,overweight,0.513,0.2944,0.4393,0.3611,0.35,0.5097,0.4978,0.3643,0.65,0.4317,,balanced,0.561,0.4211,rectangle
char_26921,male,25,athletic_lean,0.0821,0.5573,0.4013,0.3747,0.2594,0.397,0.5332,0.2686,0.4703,0.2332,,pull_dominant,0.6836,0.8486,pear
char_26922,male,28,overweight,0.3831,0.2139,0.3986,0.444,0.4159,0.6265,0.7065,0.4596,0.4065,0.5095,,balanced,0.3693,0.6702,rectangle
char_26923,male,30,obese,0.9132,0.1787,0.4736,0.654,0.6834,0.3834,0.4439,0.528,0.4783,0.4939,,balanced,0.4224,0.4454,apple
char_26924,male,26,overweight,0.4539,0.1905,0.3768,0.7457,0.5015,0.8015,0.7877,0.6829,0.7446,0.6762,,balanced,0.622,0.6921,pear
char_26925,male,29,overweight,0.4507,0.284,0.5256,0.676,0.62,0.4139,0.376,0.4785,0.6377,0.4588,,balanced,0.6384,0.4696,pear
char_26926,male,36,normal,0.1774,0.2207,0.3382,0.5249,0.4625,0.5443,0.2443,0.254,0.3536,0.3518,,balanced,0.4506,0.7481,rectangle
char_26927,male,28,obese,0.7018,0.2993,0.5224,0.6356,0.5069,0.4183,0.6492,0.55,0.3492,0.4813,,balanced,0.7508,0.7642,rectangle
char_26928,male,30,overweight,0.4487,0.3341,0.3986,0.4045,0.6018,0.4613,0.4249,0.3018,0.3955,0.4461,,balanced,0.4622,0.4833,rectangle
char_26929,male,36,athletic_hyper,0.1121,0.7692,0.3564,0.7654,0.675,0.4654,0.654,0.7347,0.6556,0.7117,,lower_dominant,0.463,0.4329,rectangle
char_26930,male,30,overweight,0.571,0.2663,0.3624,0.5327,0.4682,0.3133,0.6133,0.4966,0.478,0.3975,,balanced,0.6372,0.6288,rectangle
char_26931,male,17,overweight,0.4884,0.1641,0.4932,0.6326,0.6432,0.4061,0.4891,0.4574,0.5722,0.3432,,balanced,0.8807,0.5047,pear
char_26932,male,17,obese,0.7332,0.2861,0.4692,0.4153,0.6559,0.5756,0.5129,0.4588,0.3559,0.4585,,balanced,0.4204,0.5025,apple
char_26933,male,21,athletic_hyper,0.0726,0.9633,0.3998,0.3727,0.6011,0.3081,0.4734,0.5538,0.3604,0.3011,,upper_dominant,0.522,0.3644,rectangle
char_26934,male,22,obese,0.8183,0.258,0.5332,0.5355,0.4557,0.577,0.5346,0.5355,0.6617,0.7557,,balanced,0.8498,0.3988,apple
char_26935,male,28,athletic_lean,0.0571,0.4749,0.3478,0.8575,0.5636,0.8636,0.6202,0.6756,0.7109,0.7666,,balanced,0.5292,0.6737,rectangle
char_26936,male,22,athletic_lean,0.116,0.4332,0.4239,0.6584,0.561,0.6423,0.6564,0.6905,0.6136,0.3905,,push_dominant,0.7049,0.3581,pear
char_26937,male,27,underweight,0.0425,0.0868,0.4411,0.5284,0.5123,0.5675,0.7353,0.6036,0.5059,0.4353,,balanced,0.4428,0.6094,v_shape
char_26938,male,38,athletic_lean,0.0897,0.4757,0.4706,0.5881,0.34,0.5836,0.64,0.5372,0.4849,0.4582,,upper_dominant,0.7135,0.4852,pear
char_26939,male,26,athletic_lean,0.1027,0.5308,0.4924,0.3791,0.5926,0.2986,0.3405,0.4636,0.5986,0.438,,balanced,0.6255,0.492,pear
char_26940,male,17,overweight,0.5555,0.3047,0.4219,0.7391,0.6832,0.7592,0.7434,0.7515,0.4592,0.6429,,balanced,0.7832,0.7816,pear
char_26941,male,39,overweight,0.4043,0.2374,0.464,0.5552,0.4104,0.3817,0.3536,0.3545,0.3871,0.2552,,balanced,0.8014,0.7337,pear
char_26942,male,32,athletic_lean,0.1305,0.471,0.5192,0.2933,0.3586,0.5199,0.4911,0.4728,0.2765,0.5765,,upper_dominant,0.5818,0.7449,pear
char_26943,male,14,underweight,0.0892,0.0138,0.4283,0.3774,0.4374,0.6314,0.5092,0.5834,0.6187,0.6774,,balanced,0.2874,0.3376,v_shape
char_26944,male,18,overweight,0.5126,0.2267,0.5039,0.6448,0.6445,0.5822,0.4311,0.6599,0.7311,0.4313,,balanced,0.4215,0.4728,rectangle
char_26945,male,35,normal,0.2855,0.1658,0.4522,0.5946,0.555,0.6396,0.3599,0.4459,0.6599,0.4319,,balanced,0.2987,0.4769,rectangle
char_26946,male,22,normal,0.2868,0.181,0.4101,0.609,0.596,0.3833,0.5675,0.6833,0.4215,0.5313,,balanced,0.5396,0.551,rectangle
char_26947,male,34,athletic_hyper,0.128,0.8094,0.3783,0.3087,0.078,0.1433,0.0209,0.1086,0.1776,0.3089,,balanced,0.6737,0.5883,rectangle
char_26948,male,20,athletic_hyper,0.0907,0.9494,0.3768,0.2563,0.2738,0.3464,0.5277,0.5563,0.3739,0.5115,,balanced,0.47,0.5223,rectangle
char_26949,male,32,overweight,0.5451,0.1853,0.4798,0.3491,0.2877,0.4037,0.5108,0.4596,0.5877,0.3295,,balanced,0.4138,0.4166,apple
char_26950,male,26,athletic_hyper,0.0532,0.8475,0.4708,0.6049,0.4876,0.5415,0.6772,0.4895,0.3772,0.5238,,upper_dominant,0.7217,0.4998,rectangle
char_26951,male,21,underweight,0.0978,0.0922,0.4327,0.4703,0.4341,0.4745,0.3237,0.2806,0.3848,0.5806,,balanced,0.4372,0.6224,v_shape
char_26952,male,21,overweight,0.5636,0.1782,0.5018,0.1207,0.2888,0.1807,0.3223,0.3808,0.4207,0.3544,,balanced,0.3123,0.4531,apple
char_26953,male,26,normal,0.2551,0.2441,0.3621,0.3842,0.6211,0.3211,0.5558,0.3368,0.3266,0.3908,,balanced,0.7527,0.3459,pear
char_26954,male,27,athletic_lean,0.108,0.5294,0.4108,0.3446,0.5128,0.535,0.6046,0.6398,0.4734,0.3398,,pull_dominant,0.6272,0.3661,pear
char_26955,male,26,normal,0.1744,0.2194,0.4472,0.3103,0.4294,0.3893,0.6103,0.4891,0.366,0.4883,,balanced,0.4535,0.6571,rectangle
char_26956,male,33,normal,0.3017,0.2133,0.4259,0.7636,0.6382,0.7332,0.5576,0.7613,0.5263,0.8263,,balanced,0.3855,0.6524,rectangle
char_26957,male,20,underweight,0.1217,0.1434,0.4392,0.5651,0.4901,0.5311,0.3631,0.4493,0.6274,0.3274,,balanced,0.5894,0.6722,pear
char_26958,male,25,athletic_hyper,0.0681,0.8144,0.4402,0.4647,0.7647,0.63,0.7177,0.6383,0.71,0.5729,,upper_dominant,0.5501,0.7282,hourglass
char_26959,male,40,overweight,0.5887,0.2737,0.3274,0.6128,0.6603,0.5475,0.6359,0.3606,0.3603,0.3716,,balanced,0.3374,0.4305,apple
char_26960,male,20,normal,0.3097,0.2544,0.4072,0.3827,0.398,0.6294,0.5515,0.4669,0.6579,0.6827,,balanced,0.8062,0.4218,pear
char_26961,male,27,overweight,0.462,0.2743,0.4828,0.6934,0.5381,0.4785,0.7328,0.6976,0.7785,0.7535,,balanced,0.4128,0.7748,rectangle
char_26962,male,18,athletic_lean,0.0782,0.5691,0.4988,0.3732,0.6489,0.47,0.6114,0.3748,0.3489,0.5879,,upper_dominant,0.6307,0.5599,pear
char_26963,male,32,normal,0.2774,0.2584,0.3624,0.3924,0.4503,0.4048,0.6026,0.3026,0.4862,0.5823,,balanced,0.6442,0.526,pear
char_26964,male,14,obese,0.7,0.2933,0.4384,0.5595,0.5205,0.4256,0.5716,0.3187,0.4273,0.6187,,balanced,0.4644,0.3243,apple
char_26965,male,38,overweight,0.5577,0.2106,0.3751,0.5338,0.4478,0.5177,0.4906,0.3283,0.5517,0.2517,,balanced,0.7727,0.7631,pear
char_26966,male,36,underweight,0.016,0.0725,0.4988,0.5706,0.357,0.6557,0.5733,0.4822,0.5734,0.657,,balanced,0.7898,0.3833,pear
char_26967,male,24,normal,0.2824,0.2618,0.3853,0.6561,0.4117,0.4389,0.5301,0.3802,0.483,0.3561,,balanced,0.8683,0.6336,pear
char_26968,male,22,athletic_lean,0.089,0.5986,0.5283,0.5008,0.4068,0.2855,0.3097,0.5855,0.3557,0.3502,,balanced,0.5605,0.6422,rectangle
char_26969,male,18,normal,0.2854,0.2758,0.4598,0.6041,0.6681,0.5098,0.3681,0.5362,0.413,0.4926,,balanced,0.6419,0.4286,pear
char_26970,male,23,athletic_hyper,0.095,0.7663,0.3432,0.2653,0.4758,0.4998,0.2747,0.5653,0.3453,0.3616,,balanced,0.4158,0.6907,v_shape
char_26971,male,35,obese,0.6496,0.1739,0.5066,0.6441,0.7089,0.4089,0.4484,0.6403,0.5088,0.5737,,balanced,0.2249,0.6277,apple
char_26972,male,30,obese,0.9431,0.1871,0.4088,0.2639,0.5639,0.3941,0.3728,0.2683,0.2752,0.4303,,balanced,0.7356,0.5264,apple
char_26973,male,16,normal,0.2461,0.2197,0.2542,0.1151,0.3666,0.1444,0.2855,0.1088,0.0992,0.3992,,balanced,0.5623,0.4548,rectangle
char_26974,male,28,overweight,0.4382,0.263,0.4985,0.5181,0.4685,0.7471,0.6757,0.5382,0.7685,0.7377,,balanced,0.8019,0.5057,pear
char_26975,male,27,obese,0.916,0.2311,0.4995,0.4369,0.459,0.4679,0.6165,0.6676,0.536,0.7369,,balanced,0.5955,0.3438,apple
char_26976,male,14,athletic_lean,0.1246,0.4,0.4683,0.393,0.3592,0.2115,0.2166,0.1992,0.3132,0.4992,,upper_dominant,0.7206,0.7129,pear
char_26977,male,28,obese,0.7161,0.3007,0.4033,0.8246,0.6007,0.681,0.5903,0.7241,0.5246,0.6424,,balanced,0.4237,0.3114,apple
char_26978,male,18,underweight,0.0936,0.1736,0.4182,0.3634,0.3554,0.5303,0.4681,0.4451,0.4567,0.6554,,balanced,0.4902,0.3653,rectangle
char_26979,male,22,overweight,0.5865,0.2364,0.4148,0.5934,0.6827,0.5416,0.4203,0.4646,0.4867,0.3827,,balanced,0.3762,0.5061,apple
char_26980,male,24,athletic_hyper,0.0708,0.9291,0.4037,0.249,0.5422,0.3359,0.3012,0.3637,0.549,0.4618,,upper_dominant,0.4596,0.26,rectangle
char_26981,male,17,overweight,0.5307,0.2012,0.4908,0.5533,0.3982,0.4791,0.6297,0.3297,0.6052,0.457,,balanced,0.2588,0.4455,apple
char_26982,male,23,athletic_lean,0.1326,0.551,0.4215,0.6871,0.6992,0.5648,0.4708,0.5276,0.539,0.3992,,push_dominant,0.6246,0.6105,pear
char_26983,male,28,athletic_lean,0.0544,0.5528,0.4324,0.4789,0.2693,0.4813,0.293,0.1813,0.3475,0.4472,,push_dominant,0.5617,0.511,rectangle
char_26984,male,25,overweight,0.5492,0.2072,0.5135,0.5083,0.6675,0.5137,0.4462,0.7462,0.5336,0.7293,,balanced,0.4039,0.5989,rectangle
char_26985,male,24,overweight,0.5387,0.2241,0.4722,0.6465,0.4785,0.6135,0.3465,0.3685,0.4287,0.376,,balanced,0.496,0.5321,rectangle
char_26986,male,18,obese,0.9436,0.1853,0.4862,0.4521,0.6356,0.7421,0.4784,0.578,0.735,0.4421,,balanced,0.5024,0.4766,apple
char_26987,male,28,obese,0.7024,0.1948,0.5175,0.3663,0.3037,0.4579,0.3481,0.1579,0.2927,0.391,,balanced,0.5825,0.4294,apple
char_26988,male,35,overweight,0.4303,0.2177,0.5566,0.6717,0.8329,0.7005,0.7784,0.534,0.5737,0.5329,,balanced,0.4978,0.7456,rectangle
char_26989,male,27,normal,0.1957,0.1678,0.3727,0.6601,0.3692,0.5572,0.5192,0.391,0.536,0.3601,,balanced,0.4679,0.4328,rectangle
char_26990,male,21,normal,0.2818,0.2332,0.52,0.5142,0.4372,0.5932,0.3022,0.2932,0.5603,0.5397,,balanced,0.5684,0.2977,rectangle
char_26991,male,30,overweight,0.4321,0.2671,0.3919,0.5434,0.6728,0.7028,0.5137,0.4028,0.4522,0.6646,,balanced,0.6945,0.5214,pear
char_26992,male,23,overweight,0.438,0.2489,0.5536,0.3636,0.5916,0.2916,0.3937,0.3618,0.3876,0.4437,,balanced,0.4905,0.6799,rectangle
char_26993,male,20,obese,0.8185,0.2689,0.4428,0.3084,0.2157,0.2971,0.2437,0.4875,0.3299,0.5157,,balanced,0.3384,0.7725,apple
char_26994,male,27,normal,0.1856,0.2399,0.3954,0.5785,0.3035,0.3068,0.2785,0.3841,0.492,0.4187,,balanced,0.3979,0.7685,v_shape
char_26995,male,22,athletic_lean,0.1426,0.5917,0.387,0.8203,0.6663,0.6791,0.5639,0.6582,0.7691,0.5203,,push_dominant,0.6735,0.6563,pear
char_26996,male,40,athletic_lean,0.0775,0.4838,0.4285,0.6286,0.3286,0.4538,0.497,0.5884,0.4765,0.5591,,balanced,0.5203,0.3633,rectangle
char_26997,male,38,normal,0.2337,0.1656,0.4324,0.7207,0.4733,0.4557,0.5044,0.5149,0.4207,0.4686,,balanced,0.5229,0.6072,rectangle
char_26998,male,25,athletic_lean,0.0764,0.535,0.517,0.3675,0.6063,0.4351,0.5845,0.3809,0.5491,0.6675,,lower_dominant,0.3931,0.532,v_shape
char_26999,male,32,underweight,0.0887,0.1023,0.3388,0.4119,0.3729,0.6402,0.625,0.3627,0.3931,0.6627,,balanced,0.7215,0.6985,pear
char_27000,male,34,overweight,0.5799,0.3072,0.5206,0.503,0.6167,0.6264,0.3264,0.4553,0.5638,0.4058,,balanced,0.2653,0.6108,apple
char_27001,male,16,normal,0.1757,0.1583,0.4764,0.6338,0.5531,0.673,0.6022,0.3771,0.6,0.373,,balanced,0.5938,0.5008,pear
char_27002,male,20,athletic_hyper,0.1129,0.8403,0.4342,0.5909,0.4017,0.5204,0.5746,0.5146,0.2909,0.3135,,lower_dominant,0.5787,0.8488,rectangle
char_27003,male,14,overweight,0.4807,0.2486,0.437,0.4653,0.2468,0.4117,0.4035,0.4088,0.5468,0.3769,,balanced,0.4004,0.6728,rectangle
char_27004,male,40,normal,0.3156,0.1817,0.3811,0.3934,0.6934,0.6589,0.569,0.4411,0.6486,0.6529,,balanced,0.5738,0.6176,rectangle
char_27005,male,23,overweight,0.4841,0.1998,0.5116,0.4074,0.4936,0.6522,0.5564,0.5824,0.5423,0.7074,,balanced,0.7144,0.6145,pear
char_27006,male,40,overweight,0.4083,0.3311,0.4205,0.529,0.4617,0.4471,0.3887,0.229,0.4045,0.3318,,balanced,0.6668,0.6848,pear
char_27007,male,22,normal,0.2762,0.1469,0.5094,0.2187,0.4865,0.5187,0.4581,0.4236,0.456,0.5046,,balanced,0.4194,0.6395,rectangle
char_27008,male,24,athletic_hyper,0.0663,0.7707,0.4375,0.7425,0.5731,0.6351,0.5514,0.6567,0.4425,0.5507,,upper_dominant,0.2725,0.4604,v_shape
char_27009,male,19,obese,0.6844,0.1775,0.2867,0.3958,0.4247,0.4704,0.4771,0.6958,0.4467,0.4546,,balanced,0.3743,0.7654,apple
char_27010,male,27,normal,0.2017,0.1418,0.4504,0.3109,0.5123,0.5315,0.5282,0.6069,0.4755,0.6109,,balanced,0.7393,0.5474,pear
char_27011,male,25,obese,0.7605,0.2547,0.4288,0.6431,0.3814,0.3548,0.5435,0.4649,0.5319,0.3431,,balanced,0.3161,0.3946,apple
char_27012,male,23,overweight,0.4459,0.2325,0.4972,0.6822,0.4569,0.3879,0.6644,0.4642,0.4494,0.6633,,balanced,0.7824,0.4494,pear
char_27013,male,17,athletic_lean,0.1183,0.4514,0.3857,0.469,0.3403,0.4425,0.6403,0.6304,0.4065,0.4229,,upper_dominant,0.4011,0.322,v_shape
char_27014,male,15,normal,0.3441,0.2295,0.4589,0.7487,0.6736,0.5483,0.7836,0.8,0.7959,0.7205,,balanced,0.6898,0.5584,pear
char_27015,male,23,athletic_hyper,0.1176,0.7226,0.3759,0.3378,0.52,0.5685,0.5051,0.6378,0.4659,0.375,,lower_dominant,0.6529,0.4684,rectangle
char_27016,male,14,athletic_lean,0.0978,0.4,0.4165,0.3676,0.6676,0.5241,0.6264,0.4435,0.5294,0.3991,,balanced,0.8175,0.7648,pear
char_27017,male,18,athletic_lean,0.1266,0.4753,0.5258,0.4977,0.5336,0.3934,0.5155,0.6304,0.3304,0.4261,,push_dominant,0.5407,0.4509,rectangle
char_27018,male,14,obese,0.7,0.1551,0.3797,0.2931,0.395,0.4554,0.4136,0.576,0.5195,0.5931,,balanced,0.3979,0.6795,apple
char_27019,male,24,overweight,0.5216,0.2471,0.3205,0.5671,0.6808,0.5436,0.4408,0.7066,0.4387,0.4066,,balanced,0.3664,0.5119,rectangle
char_27020,male,27,obese,0.9843,0.3055,0.3183,0.4723,0.4579,0.5044,0.5883,0.5414,0.39,0.2883,,balanced,0.5597,0.339,apple
char_27021,male,18,normal,0.3137,0.2046,0.4202,0.448,0.6603,0.6388,0.5071,0.4863,0.3603,0.5776,,balanced,0.5339,0.2827,rectangle
char_27022,male,35,athletic_lean,0.1105,0.5102,0.4923,0.5096,0.4864,0.4294,0.4544,0.3284,0.5271,0.6284,,balanced,0.3439,0.735,v_shape
char_27023,male,32,underweight,0.0231,0.1603,0.4581,0.3374,0.5883,0.5409,0.4203,0.6374,0.6064,0.4106,,balanced,0.6974,0.4087,pear
char_27024,male,14,athletic_lean,0.0716,0.4,0.4927,0.6505,0.5275,0.4882,0.3838,0.3901,0.3505,0.6248,,balanced,0.3217,0.7453,v_shape
char_27025,male,16,overweight,0.5098,0.2733,0.4262,0.5651,0.6046,0.5321,0.323,0.5261,0.5296,0.3046,,balanced,0.6113,0.3115,rectangle
char_27026,male,16,overweight,0.4919,0.2275,0.4338,0.4885,0.3373,0.6268,0.376,0.592,0.6373,0.3835,,balanced,0.667,0.535,pear
char_27027,male,36,normal,0.2701,0.1187,0.4855,0.6504,0.4689,0.5814,0.4588,0.3504,0.5265,0.3658,,balanced,0.6027,0.7702,pear
