char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern
char_22286,male,25,obese,0.7668,0.203,0.3681,0.2613,0.3385,0.5177,0.3202,0.4783,0.2177,0.2452,,balanced
char_22287,male,25,overweight,0.4514,0.2625,0.4354,0.5146,0.3303,0.3638,0.5712,0.2712,0.4081,0.3847,,balanced
char_22288,male,26,athletic_hyper,0.0951,0.7585,0.3962,0.6083,0.609,0.7054,0.6527,0.5914,0.4584,0.4054,,upper_dominant
char_22289,male,32,normal,0.2344,0.2389,0.3833,0.771,0.8593,0.7041,0.7516,0.6851,0.6045,0.5593,,balanced
char_22290,male,26,normal,0.2962,0.1625,0.3915,0.6502,0.6399,0.4221,0.7221,0.5931,0.5578,0.6775,,balanced
char_22291,male,35,overweight,0.5332,0.3075,0.5246,0.4088,0.1639,0.185,0.1143,0.3588,0.4143,0.3675,,balanced
char_22292,male,18,athletic_lean,0.0681,0.5487,0.3279,0.6209,0.3899,0.5194,0.6899,0.4716,0.6762,0.4617,,push_dominant
char_22293,male,19,normal,0.2224,0.2073,0.4662,0.5965,0.548,0.6463,0.3463,0.6441,0.3751,0.6051,,balanced
char_22294,male,25,normal,0.3159,0.2649,0.4778,0.6681,0.6562,0.7679,0.5631,0.4679,0.5633,0.537,,balanced
char_22295,male,26,normal,0.2902,0.2386,0.4414,0.3049,0.4758,0.6049,0.3874,0.5377,0.593,0.3784,,balanced
char_22296,male,28,obese,0.9233,0.1849,0.3679,0.5452,0.2759,0.5754,0.2754,0.5427,0.4446,0.5556,,balanced
char_22297,male,29,athletic_hyper,0.1138,0.6973,0.3951,0.4436,0.4999,0.4448,0.238,0.1999,0.2381,0.2987,,pull_dominant
char_22298,male,34,normal,0.2532,0.2035,0.3571,0.4726,0.6088,0.3088,0.5221,0.5519,0.4883,0.5248,,balanced
char_22299,male,22,athletic_hyper,0.0786,0.8828,0.3486,0.5402,0.5965,0.67,0.37,0.4454,0.6581,0.5801,,lower_dominant
char_22300,male,35,obese,0.8077,0.3155,0.4299,0.5108,0.4158,0.6044,0.3044,0.4805,0.3959,0.4525,,balanced
char_22301,male,27,obese,0.6911,0.1915,0.3296,0.6178,0.5768,0.5542,0.3741,0.6394,0.6741,0.6349,,balanced
char_22302,male,26,overweight,0.4526,0.2787,0.3616,0.2703,0.1899,0.3719,0.3144,0.3561,0.2877,0.4899,,balanced
char_22303,male,16,normal,0.2732,0.2022,0.4438,0.5637,0.5644,0.4307,0.601,0.3954,0.301,0.3779,,balanced
char_22304,male,37,normal,0.2361,0.2147,0.4424,0.4227,0.486,0.4302,0.5663,0.4181,0.6057,0.3057,,balanced
char_22305,male,20,normal,0.312,0.2773,0.4273,0.6121,0.4664,0.5539,0.6094,0.661,0.361,0.4778,,balanced
char_22306,male,24,normal,0.2724,0.257,0.4586,0.3932,0.4593,0.3214,0.2955,0.5771,0.2771,0.3929,,balanced
char_22307,male,33,overweight,0.4079,0.2972,0.3916,0.3041,0.6041,0.4495,0.3674,0.334,0.5525,0.4487,,balanced
char_22308,male,36,athletic_lean,0.0603,0.6358,0.4103,0.365,0.4071,0.2784,0.33,0.5092,0.2092,0.2468,,push_dominant
char_22309,male,19,obese,0.7922,0.2705,0.3819,0.5207,0.4614,0.5955,0.3554,0.6554,0.5026,0.435,,balanced
char_22310,male,23,overweight,0.4748,0.2428,0.4855,0.6324,0.6899,0.5045,0.5188,0.5053,0.3899,0.5594,,balanced
char_22311,male,29,obese,0.9122,0.2586,0.4344,0.8185,0.5185,0.5567,0.708,0.5739,0.7484,0.7164,,balanced
char_22312,male,27,underweight,0.1244,0.0538,0.4737,0.5971,0.3225,0.5104,0.5539,0.4415,0.5977,0.2977,,balanced
char_22313,male,23,athletic_hyper,0.1459,0.9255,0.3591,0.6142,0.3801,0.4782,0.5338,0.6763,0.3763,0.4943,,pull_dominant
char_22314,male,18,overweight,0.5843,0.2053,0.4577,0.5116,0.6191,0.7015,0.4142,0.4584,0.5051,0.4015,,balanced
char_22315,male,27,obese,0.9472,0.2274,0.3256,0.5779,0.6613,0.7141,0.5885,0.7299,0.4852,0.4299,,balanced
char_22316,male,22,athletic_lean,0.0696,0.4838,0.3593,0.6256,0.4738,0.6103,0.4441,0.3256,0.3268,0.3688,,upper_dominant
char_22317,male,34,athletic_hyper,0.1254,0.9206,0.4221,0.2991,0.4522,0.3146,0.4057,0.4552,0.5991,0.4866,,balanced
char_22318,male,39,overweight,0.392,0.3001,0.3751,0.3018,0.5896,0.4438,0.3559,0.2896,0.4963,0.3345,,balanced
char_22319,male,18,normal,0.233,0.2297,0.5383,0.3639,0.4739,0.5786,0.4978,0.3175,0.6175,0.4699,,balanced
char_22320,male,24,underweight,0.0964,0.0985,0.4126,0.3932,0.5667,0.6932,0.5991,0.5003,0.3951,0.6216,,balanced
char_22321,male,32,overweight,0.4478,0.1676,0.3776,0.687,0.4006,0.4098,0.387,0.4852,0.4794,0.5113,,balanced
char_22322,male,28,athletic_hyper,0.1074,0.8334,0.4656,0.7111,0.6379,0.6052,0.4955,0.4111,0.5529,0.4719,,pull_dominant
char_22323,male,31,overweight,0.4922,0.2112,0.492,0.7212,0.7087,0.7339,0.6694,0.6263,0.4566,0.4339,,balanced
char_22324,male,20,obese,0.8279,0.1778,0.3688,0.4941,0.5015,0.756,0.5762,0.7941,0.5708,0.7355,,balanced
char_22325,male,34,athletic_hyper,0.0816,0.7116,0.3841,0.4526,0.5364,0.5138,0.3089,0.5183,0.6089,0.3996,,balanced
char_22326,male,15,underweight,0.1112,0.0513,0.5367,0.3835,0.6835,0.5975,0.4796,0.4567,0.5051,0.4548,,balanced
char_22327,male,40,underweight,0.0313,0.101,0.3446,0.4285,0.306,0.2784,0.2796,0.4532,0.2834,0.5784,,balanced
char_22328,male,16,underweight,0.0099,0.183,0.4427,0.6837,0.3935,0.4566,0.6844,0.3844,0.662,0.6204,,balanced
char_22329,male,30,obese,0.8899,0.2336,0.4435,0.4422,0.5272,0.4297,0.6155,0.4509,0.5168,0.3155,,balanced
char_22330,male,22,overweight,0.505,0.2058,0.4761,0.4411,0.5878,0.3087,0.343,0.5331,0.6087,0.3792,,balanced
char_22331,male,19,overweight,0.5268,0.1574,0.4234,0.7397,0.5153,0.5936,0.4787,0.4397,0.5145,0.5359,,balanced
char_22332,male,21,normal,0.2661,0.1623,0.5292,0.6536,0.4468,0.4183,0.3536,0.3674,0.3621,0.4439,,balanced
char_22333,male,23,normal,0.2603,0.1562,0.322,0.5582,0.4586,0.612,0.312,0.3881,0.5344,0.4356,,balanced
char_22334,male,34,normal,0.2862,0.2283,0.5309,0.3437,0.399,0.5285,0.6059,0.5758,0.425,0.6437,,balanced
char_22335,male,30,underweight,0.0515,0.0468,0.3736,0.4248,0.3876,0.4719,0.4031,0.6876,0.6543,0.5932,,balanced
char_22336,male,22,normal,0.3289,0.1294,0.4216,0.5459,0.621,0.6721,0.4202,0.5906,0.7202,0.6106,,balanced
char_22337,male,36,athletic_lean,0.0976,0.5969,0.4116,0.4433,0.6618,0.3618,0.4287,0.5007,0.6469,0.4224,,balanced
char_22338,male,31,normal,0.2745,0.1387,0.3522,0.6263,0.6438,0.358,0.658,0.4606,0.4367,0.5143,,balanced
char_22339,male,16,overweight,0.4632,0.254,0.3883,0.4791,0.5858,0.3143,0.5001,0.5531,0.5086,0.2858,,balanced
char_22340,male,20,underweight,0.0973,0.0381,0.4961,0.6044,0.5407,0.4233,0.5014,0.7233,0.6937,0.6131,,balanced
char_22341,male,26,athletic_lean,0.1436,0.4148,0.4018,0.3721,0.4188,0.6274,0.5821,0.5991,0.4997,0.6721,,upper_dominant
char_22342,male,19,athletic_hyper,0.1288,0.9733,0.6009,0.6284,0.3608,0.5302,0.6608,0.5633,0.5758,0.4746,,lower_dominant
char_22343,male,20,underweight,0.1147,0.1113,0.3866,0.2976,0.298,0.3977,0.1046,0.2648,0.3223,0.2266,,balanced
char_22344,male,24,normal,0.179,0.143,0.4941,0.5734,0.3712,0.3395,0.6046,0.4343,0.3046,0.5733,,balanced
char_22345,male,16,overweight,0.4812,0.2821,0.4247,0.4828,0.5551,0.5641,0.4721,0.5609,0.2641,0.53,,balanced
char_22346,male,22,normal,0.2027,0.2027,0.4829,0.56,0.3733,0.5018,0.6733,0.4722,0.5421,0.6579,,balanced
char_22347,male,25,normal,0.2169,0.2132,0.2665,0.4162,0.677,0.4015,0.6245,0.6462,0.377,0.5774,,balanced
char_22348,male,37,athletic_lean,0.088,0.5516,0.4489,0.4381,0.5938,0.7371,0.4371,0.4468,0.5295,0.5137,,balanced
char_22349,male,18,athletic_lean,0.0758,0.5628,0.3401,0.4109,0.2421,0.5421,0.4182,0.4429,0.2592,0.3314,,upper_dominant
char_22350,male,35,athletic_lean,0.0922,0.4554,0.4577,0.5793,0.5723,0.5936,0.6721,0.712,0.5858,0.412,,balanced
char_22351,male,35,athletic_hyper,0.1294,0.8321,0.4366,0.4761,0.4748,0.5214,0.5456,0.445,0.4039,0.7039,,upper_dominant
char_22352,male,20,underweight,0.0203,0.0668,0.3884,0.4004,0.467,0.2908,0.167,0.2584,0.4545,0.264,,balanced
char_22353,male,16,normal,0.3078,0.2358,0.531,0.3896,0.5737,0.4914,0.6896,0.6014,0.4078,0.6754,,balanced
char_22354,male,34,overweight,0.4628,0.2758,0.3807,0.3295,0.5949,0.5292,0.512,0.3811,0.3127,0.6127,,balanced
char_22355,male,39,athletic_lean,0.1102,0.5365,0.4945,0.5466,0.7085,0.6106,0.6043,0.8156,0.8113,0.8466,,upper_dominant
char_22356,male,19,obese,0.8174,0.2777,0.4333,0.6039,0.5129,0.3952,0.41,0.6952,0.6932,0.4814,,balanced
char_22357,male,30,normal,0.2495,0.1783,0.3567,0.7023,0.6433,0.4368,0.6513,0.6146,0.4023,0.5976,,balanced
char_22358,male,23,obese,0.9797,0.1905,0.5169,0.6007,0.3017,0.6017,0.5531,0.4505,0.3166,0.3161,,balanced
char_22359,male,16,athletic_lean,0.1368,0.5607,0.4103,0.3928,0.579,0.6115,0.487,0.3115,0.3214,0.3976,,lower_dominant
char_22360,male,22,normal,0.299,0.1769,0.3496,0.7541,0.5264,0.6894,0.7472,0.6792,0.8264,0.7234,,balanced
char_22361,male,40,overweight,0.4919,0.2325,0.3936,0.5409,0.4004,0.579,0.434,0.6527,0.4023,0.3527,,balanced
char_22362,male,19,overweight,0.5211,0.2577,0.4032,0.3029,0.3144,0.5203,0.5986,0.5027,0.6029,0.3435,,balanced
char_22363,male,40,obese,0.8929,0.3009,0.3437,0.3679,0.4393,0.5479,0.5175,0.4437,0.6679,0.6486,,balanced
char_22364,male,22,normal,0.1649,0.2217,0.533,0.5195,0.7017,0.5915,0.4306,0.7306,0.5362,0.6793,,balanced
char_22365,male,39,athletic_hyper,0.1233,0.8434,0.4234,0.4206,0.6789,0.556,0.6488,0.6094,0.3789,0.607,,lower_dominant
char_22366,male,40,overweight,0.4508,0.1982,0.4685,0.4922,0.3184,0.5974,0.4674,0.6184,0.5442,0.4799,,balanced
char_22367,male,15,normal,0.224,0.1913,0.4083,0.2489,0.5356,0.3228,0.3289,0.3457,0.4625,0.2356,,balanced
char_22368,male,15,normal,0.1709,0.1843,0.3924,0.6276,0.5642,0.4424,0.5442,0.7424,0.7231,0.5281,,balanced
char_22369,male,24,underweight,0.0368,0.077,0.3977,0.4055,0.3175,0.4604,0.439,0.5735,0.6175,0.5232,,balanced
char_22370,male,34,normal,0.2824,0.1348,0.4128,0.6698,0.6006,0.3698,0.5995,0.5297,0.4988,0.4031,,balanced
char_22371,male,29,overweight,0.3803,0.1943,0.5137,0.5984,0.2984,0.5375,0.3727,0.465,0.4464,0.3694,,balanced
char_22372,male,39,athletic_lean,0.0821,0.5027,0.3056,0.3705,0.5198,0.4022,0.3918,0.6548,0.4922,0.3548,,balanced
char_22373,male,23,athletic_hyper,0.0774,0.82,0.287,0.5671,0.4008,0.697,0.693,0.4565,0.7008,0.5145,,upper_dominant
char_22374,male,34,overweight,0.4965,0.1851,0.4615,0.5355,0.4736,0.3919,0.6631,0.3631,0.4015,0.641,,balanced
char_22375,male,36,athletic_lean,0.0634,0.5572,0.4599,0.3177,0.3156,0.5912,0.5189,0.3914,0.6156,0.3789,,pull_dominant
char_22376,male,37,normal,0.2281,0.1163,0.4157,0.451,0.2596,0.2708,0.5337,0.5596,0.29,0.2859,,balanced
char_22377,male,37,underweight,0.0704,0.1406,0.4725,0.4166,0.3554,0.4003,0.6554,0.5986,0.5202,0.4798,,balanced
char_22378,male,27,obese,0.8308,0.196,0.6109,0.3307,0.3445,0.3742,0.3655,0.2196,0.4471,0.5196,,balanced
char_22379,male,14,overweight,0.3932,0.2782,0.5034,0.4957,0.5441,0.5934,0.4347,0.7347,0.6019,0.5273,,balanced
char_22380,male,16,obese,0.9095,0.2198,0.3616,0.2918,0.2596,0.2823,0.2004,0.5004,0.4882,0.2875,,balanced
char_22381,male,27,obese,0.8096,0.2718,0.3948,0.7161,0.5274,0.7527,0.4658,0.4527,0.4706,0.7084,,balanced
char_22382,male,29,normal,0.2171,0.2313,0.3781,0.3727,0.3393,0.5863,0.5199,0.5208,0.4147,0.6393,,balanced
char_22383,male,39,underweight,0.1105,0.0442,0.4392,0.2877,0.2822,0.4428,0.5822,0.4667,0.4637,0.5382,,balanced
char_22384,male,27,normal,0.2486,0.216,0.3909,0.5465,0.3379,0.4689,0.3499,0.2465,0.288,0.3675,,balanced
char_22385,male,24,obese,0.875,0.2088,0.4283,0.696,0.6878,0.6477,0.5225,0.7678,0.488,0.4678,,balanced
char_22386,male,34,obese,0.799,0.3397,0.4394,0.5856,0.5033,0.5893,0.381,0.5737,0.2999,0.5999,,balanced
char_22387,male,30,obese,0.694,0.2386,0.4138,0.4306,0.4897,0.654,0.5048,0.5828,0.354,0.4421,,balanced
char_22388,male,23,normal,0.2471,0.168,0.383,0.5998,0.7453,0.5428,0.6724,0.4453,0.7168,0.7081,,balanced
char_22389,male,28,athletic_lean,0.0604,0.5295,0.5259,0.6081,0.6188,0.3719,0.5533,0.3308,0.3401,0.6308,,pull_dominant
char_22390,male,20,overweight,0.3653,0.3023,0.466,0.6188,0.556,0.7201,0.4201,0.6781,0.6897,0.6924,,balanced
char_22391,male,23,athletic_lean,0.0809,0.4761,0.3184,0.3269,0.5519,0.4171,0.2713,0.5041,0.3999,0.2519,,balanced
char_22392,male,29,underweight,0.0636,0.0757,0.4345,0.5638,0.6097,0.4636,0.5903,0.3544,0.5657,0.6544,,balanced
char_22393,male,15,overweight,0.3791,0.2783,0.3534,0.664,0.4354,0.4161,0.364,0.6393,0.5068,0.4288,,balanced
char_22394,male,19,obese,0.8852,0.2827,0.3306,0.5673,0.3983,0.528,0.2673,0.271,0.336,0.3049,,balanced
char_22395,male,36,overweight,0.3804,0.3322,0.4843,0.6918,0.5458,0.4037,0.6603,0.3918,0.4975,0.5223,,balanced
char_22396,male,16,normal,0.2274,0.2307,0.3632,0.6086,0.5657,0.4771,0.4366,0.4914,0.4698,0.3086,,balanced
char_22397,male,21,athletic_hyper,0.1003,0.7351,0.425,0.3209,0.528,0.5144,0.4803,0.6114,0.3562,0.3114,,upper_dominant
char_22398,male,24,normal,0.2167,0.2414,0.3957,0.569,0.6545,0.4623,0.6127,0.438,0.371,0.3545,,balanced
char_22399,male,38,overweight,0.5788,0.2954,0.4475,0.2575,0.2879,0.3608,0.3765,0.5575,0.3109,0.4923,,balanced
char_22400,male,20,overweight,0.5205,0.2009,0.4815,0.298,0.4583,0.3729,0.598,0.527,0.3468,0.4578,,balanced
char_22401,male,28,overweight,0.4515,0.2026,0.4956,0.4404,0.5504,0.4742,0.6274,0.3274,0.3963,0.5333,,balanced
char_22402,male,17,normal,0.1858,0.1335,0.4309,0.4716,0.6353,0.6883,0.4049,0.3883,0.3983,0.4638,,balanced
char_22403,male,38,normal,0.2911,0.2665,0.4487,0.3792,0.5783,0.539,0.4738,0.6792,0.5512,0.5137,,balanced
char_22404,male,25,normal,0.2204,0.136,0.5136,0.4575,0.3201,0.4483,0.4253,0.4206,0.3381,0.1575,,balanced
char_22405,male,24,athletic_lean,0.0718,0.44,0.3781,0.3302,0.5188,0.338,0.4849,0.228,0.528,0.2542,,upper_dominant
char_22406,male,19,obese,0.8446,0.177,0.3309,0.6198,0.3268,0.4142,0.5144,0.3198,0.3687,0.46,,balanced
char_22407,male,25,normal,0.2757,0.2852,0.443,0.4643,0.3699,0.4703,0.4489,0.5827,0.3957,0.6699,,balanced
char_22408,male,34,athletic_hyper,0.1301,0.8673,0.4287,0.3563,0.4015,0.3719,0.4544,0.5539,0.2539,0.5101,,balanced
char_22409,male,37,athletic_lean,0.0697,0.4805,0.4326,0.4799,0.4924,0.6791,0.7153,0.4415,0.7415,0.4786,,balanced
char_22410,male,26,athletic_lean,0.1177,0.6066,0.4667,0.3515,0.4919,0.3412,0.2494,0.5494,0.2902,0.4929,,upper_dominant
char_22411,male,16,overweight,0.395,0.2328,0.397,0.5747,0.6293,0.6534,0.5613,0.3534,0.4358,0.5534,,balanced
char_22412,male,27,normal,0.2409,0.1969,0.4044,0.4741,0.6386,0.4502,0.3625,0.3601,0.5101,0.3386,,balanced
char_22413,male,14,obese,0.7,0.3057,0.4421,0.538,0.6769,0.7027,0.5945,0.595,0.4027,0.5712,,balanced
char_22414,male,36,overweight,0.394,0.2131,0.325,0.4471,0.4331,0.5326,0.6109,0.5038,0.3171,0.6171,,balanced
char_22415,male,32,overweight,0.4876,0.2726,0.4436,0.3106,0.3667,0.3234,0.4954,0.4096,0.2474,0.1954,,balanced
char_22416,male,21,overweight,0.5468,0.3065,0.4331,0.4949,0.5711,0.6844,0.3844,0.5288,0.5932,0.6159,,balanced
char_22417,male,29,normal,0.2128,0.2925,0.4997,0.4206,0.4781,0.6756,0.519,0.3756,0.5861,0.6156,,balanced
char_22418,male,27,obese,0.752,0.2961,0.3554,0.442,0.5646,0.6169,0.742,0.4867,0.6454,0.6778,,balanced
char_22419,male,21,athletic_lean,0.0952,0.552,0.3687,0.3959,0.6738,0.3738,0.5342,0.4622,0.4326,0.5735,,upper_dominant
char_22420,male,38,normal,0.2938,0.1462,0.3122,0.5759,0.5611,0.3073,0.2759,0.3098,0.5124,0.3257,,balanced
char_22421,male,14,normal,0.2637,0.1615,0.3735,0.7322,0.7004,0.4728,0.4977,0.6912,0.4322,0.6478,,balanced
char_22422,male,28,normal,0.2596,0.22,0.4071,0.2261,0.2699,0.4305,0.4957,0.4407,0.4414,0.5261,,balanced
char_22423,male,16,obese,0.7432,0.199,0.3591,0.3978,0.4003,0.4236,0.3882,0.6882,0.4073,0.6385,,balanced
char_22424,male,19,overweight,0.5658,0.1786,0.4633,0.7882,0.735,0.7393,0.6978,0.4882,0.6286,0.6384,,balanced
char_22425,male,24,underweight,0.0164,0.1492,0.316,0.3408,0.4653,0.4654,0.5929,0.4545,0.6172,0.6408,,balanced
char_22426,male,22,normal,0.2888,0.1816,0.4161,0.5271,0.3966,0.4077,0.4944,0.6423,0.592,0.6966,,balanced
char_22427,male,39,athletic_lean,0.0799,0.5235,0.4221,0.659,0.6521,0.5732,0.6264,0.359,0.3609,0.5441,,pull_dominant
char_22428,male,15,normal,0.2325,0.1905,0.4532,0.3384,0.6384,0.4429,0.4156,0.6142,0.3416,0.4686,,balanced
char_22429,male,18,overweight,0.4454,0.2892,0.3618,0.7639,0.4639,0.5976,0.491,0.5616,0.7259,0.5151,,balanced
char_22430,male,32,underweight,0.1174,0.1047,0.3945,0.5944,0.7178,0.8033,0.8288,0.7477,0.7896,0.5288,,balanced
char_22431,male,29,athletic_hyper,0.055,0.8433,0.4862,0.4896,0.6478,0.4928,0.716,0.6248,0.6207,0.416,,balanced
char_22432,male,32,normal,0.2189,0.1718,0.5659,0.4625,0.4832,0.3035,0.5382,0.2681,0.5681,0.3671,,balanced
char_22433,male,26,athletic_hyper,0.1331,0.8223,0.3517,0.5331,0.6672,0.6197,0.5948,0.5085,0.6107,0.8085,,balanced
char_22434,male,20,obese,0.7368,0.3101,0.556,0.6577,0.623,0.5593,0.5839,0.6409,0.441,0.3577,,balanced
char_22435,male,18,overweight,0.4976,0.2137,0.4364,0.5789,0.3574,0.6475,0.518,0.5226,0.4766,0.3475,,balanced
char_22436,male,36,obese,0.7843,0.2304,0.4265,0.6363,0.4197,0.5078,0.3363,0.422,0.4947,0.3466,,balanced
char_22437,male,34,athletic_hyper,0.0669,0.7125,0.3734,0.5726,0.4431,0.5502,0.3029,0.4244,0.6029,0.4605,,balanced
char_22438,male,20,overweight,0.5054,0.2008,0.3699,0.4635,0.6661,0.403,0.5556,0.5445,0.5763,0.703,,balanced
char_22439,male,30,athletic_lean,0.1413,0.5942,0.3765,0.5884,0.489,0.3589,0.6243,0.3587,0.6587,0.4914,,push_dominant
char_22440,male,34,obese,0.6919,0.2164,0.469,0.4112,0.6592,0.5028,0.3592,0.5548,0.3963,0.4144,,balanced
char_22441,male,26,overweight,0.4035,0.2791,0.4085,0.6305,0.7422,0.4599,0.7599,0.6955,0.6288,0.6764,,balanced
char_22442,male,31,athletic_hyper,0.1235,0.8643,0.372,0.4431,0.5767,0.3726,0.5814,0.3435,0.6435,0.6043,,balanced
char_22443,male,25,overweight,0.4279,0.3115,0.3916,0.3391,0.4461,0.5474,0.4972,0.2894,0.3265,0.2474,,balanced
char_22444,male,21,overweight,0.5242,0.2468,0.4031,0.3549,0.4734,0.6549,0.614,0.6044,0.435,0.4196,,balanced
char_22445,male,17,normal,0.227,0.2812,0.3259,0.7839,0.7534,0.6125,0.4839,0.4861,0.6581,0.7574,,balanced
char_22446,male,38,normal,0.2254,0.1692,0.27,0.3913,0.5494,0.6912,0.533,0.6913,0.6698,0.5458,,balanced
char_22447,male,15,overweight,0.5306,0.2415,0.4986,0.6515,0.3967,0.3953,0.4505,0.6953,0.6339,0.4972,,balanced
char_22448,male,27,overweight,0.4088,0.2426,0.3137,0.5315,0.6349,0.6454,0.7749,0.7461,0.6421,0.4749,,balanced
char_22449,male,37,underweight,0.036,0.0618,0.4988,0.6872,0.5877,0.3928,0.5868,0.4426,0.5684,0.6928,,balanced
char_22450,male,24,obese,0.8659,0.2668,0.48,0.4975,0.2771,0.2571,0.5466,0.2934,0.2466,0.5187,,balanced
char_22451,male,20,overweight,0.5118,0.2158,0.4269,0.2467,0.3629,0.4737,0.2264,0.5061,0.5264,0.2621,,balanced
char_22452,male,21,athletic_hyper,0.1085,0.7403,0.5347,0.604,0.5236,0.7115,0.7524,0.5368,0.4524,0.5265,,balanced
char_22453,male,28,overweight,0.4041,0.3021,0.4033,0.5692,0.6219,0.5081,0.6177,0.6807,0.3807,0.6539,,balanced
char_22454,male,19,overweight,0.4579,0.2243,0.3576,0.5388,0.7171,0.7377,0.4377,0.5096,0.5926,0.6722,,balanced
char_22455,male,35,athletic_lean,0.0841,0.4676,0.4128,0.6668,0.5567,0.4155,0.5531,0.5947,0.3668,0.4245,,balanced
char_22456,male,37,overweight,0.4486,0.2799,0.4492,0.5187,0.5401,0.6281,0.8187,0.752,0.6713,0.634,,balanced
char_22457,male,16,obese,0.9452,0.2033,0.3777,0.7397,0.7146,0.7282,0.6408,0.6686,0.75,0.45,,balanced
char_22458,male,37,normal,0.2877,0.1427,0.4792,0.3658,0.5832,0.6415,0.5891,0.3415,0.4868,0.4579,,balanced
char_22459,male,33,normal,0.3091,0.226,0.524,0.3355,0.5873,0.389,0.6202,0.6102,0.3202,0.5556,,balanced
char_22460,male,27,normal,0.2247,0.2468,0.3526,0.371,0.6704,0.3704,0.6314,0.6215,0.3882,0.5071,,balanced
char_22461,male,21,athletic_lean,0.1036,0.5644,0.5224,0.326,0.5508,0.5381,0.2508,0.492,0.2683,0.4269,,lower_dominant
char_22462,male,21,overweight,0.5011,0.2696,0.4089,0.3423,0.6068,0.3144,0.3068,0.45,0.3935,0.5765,,balanced
char_22463,male,17,normal,0.272,0.2375,0.477,0.3463,0.0946,0.1305,0.219,0.3946,0.3435,0.314,,balanced
char_22464,male,25,underweight,0.1457,0.1516,0.3954,0.5151,0.4352,0.6471,0.394,0.3701,0.6127,0.3471,,balanced
char_22465,male,20,normal,0.2865,0.1685,0.4324,0.6558,0.5458,0.6711,0.5415,0.3892,0.6166,0.6892,,balanced
char_22466,male,23,normal,0.1799,0.2535,0.4123,0.7493,0.7739,0.5593,0.7517,0.5111,0.4739,0.6111,,balanced
char_22467,male,23,overweight,0.5419,0.3079,0.4331,0.5368,0.3019,0.3259,0.5912,0.4861,0.3987,0.6019,,balanced
char_22468,male,38,normal,0.301,0.2278,0.4676,0.3728,0.5454,0.428,0.4604,0.3415,0.2967,0.5967,,balanced
char_22469,male,37,overweight,0.4392,0.2598,0.4512,0.4474,0.6215,0.5843,0.5097,0.6353,0.3353,0.6041,,balanced
char_22470,male,37,overweight,0.579,0.2672,0.3467,0.4911,0.5254,0.4951,0.345,0.3761,0.645,0.5695,,balanced
char_22471,male,38,normal,0.2683,0.2014,0.405,0.4165,0.4613,0.4227,0.5401,0.5033,0.3216,0.6216,,balanced
char_22472,male,25,normal,0.2854,0.1673,0.4127,0.3622,0.3889,0.5138,0.5081,0.4522,0.2423,0.2138,,balanced
char_22473,male,36,overweight,0.3825,0.2138,0.3767,0.6157,0.6778,0.3778,0.5669,0.588,0.5883,0.4242,,balanced
char_22474,male,16,obese,0.7112,0.283,0.4563,0.6475,0.4997,0.3948,0.3547,0.3475,0.4008,0.4655,,balanced
char_22475,male,19,obese,0.8266,0.3144,0.5084,0.7663,0.5908,0.4663,0.7525,0.754,0.7498,0.6828,,balanced
char_22476,male,26,normal,0.2862,0.2503,0.406,0.5916,0.3487,0.3841,0.3479,0.5489,0.2916,0.5193,,balanced
char_22477,male,30,normal,0.2544,0.2666,0.3966,0.5128,0.4872,0.5872,0.7273,0.4273,0.6334,0.5482,,balanced
char_22478,male,32,obese,0.8138,0.1827,0.4019,0.5531,0.6837,0.6181,0.505,0.5158,0.4203,0.3837,,balanced
char_22479,male,29,overweight,0.4348,0.298,0.4551,0.6186,0.6537,0.4368,0.3537,0.635,0.6382,0.4705,,balanced
char_22480,male,14,athletic_lean,0.0994,0.4,0.442,0.6112,0.3112,0.538,0.5527,0.331,0.5024,0.6019,,balanced
char_22481,male,21,normal,0.3167,0.176,0.448,0.3718,0.6156,0.4534,0.5459,0.6548,0.4457,0.6718,,balanced
char_22482,male,33,athletic_hyper,0.1077,0.9188,0.4241,0.3964,0.6544,0.5421,0.6964,0.5914,0.6591,0.4819,,lower_dominant
char_22483,male,36,obese,0.6724,0.1751,0.4527,0.5296,0.5781,0.8188,0.5859,0.8296,0.602,0.7386,,balanced
char_22484,male,15,overweight,0.419,0.2056,0.4669,0.1627,0.4627,0.2272,0.4138,0.3361,0.1911,0.3846,,balanced
char_22485,male,26,overweight,0.426,0.3359,0.472,0.5587,0.4322,0.5663,0.4326,0.6461,0.7295,0.7322,,balanced
char_22486,male,17,obese,0.8915,0.2855,0.3943,0.57,0.3996,0.6303,0.3303,0.5321,0.4785,0.5652,,balanced
char_22487,male,16,athletic_lean,0.1036,0.5162,0.3642,0.5278,0.2734,0.53,0.3049,0.23,0.4285,0.4668,,balanced
char_22488,male,27,underweight,0.0376,0.1166,0.3471,0.3882,0.3185,0.4576,0.4108,0.6118,0.5285,0.3118,,balanced
char_22489,male,19,normal,0.2854,0.1859,0.4977,0.5925,0.2925,0.4744,0.2971,0.3157,0.5169,0.3665,,balanced
char_22490,male,22,athletic_lean,0.0801,0.5107,0.4229,0.6152,0.3213,0.3188,0.3495,0.3665,0.6188,0.4274,,balanced
